id,class,first_frame,last_frame
1708,car,2694,2717
1713,car,2699,2723
1715,truck,2707,2719
1720,car,2713,2718
1725,truck,2718,2725
1727,car,2719,2738
1730,car,2720,2769
1731,truck,2720,2726
1736,truck,2723,2738
1738,car,2723,2772
1740,truck,2723,2735
1741,car,2725,2734
1744,car,2730,2751
1748,car,2740,2769
1749,car,2740,2758
1752,truck,2746,2757
1760,car,2754,2762
1762,car,2757,2763
1763,car,2758,2775
1765,car,2762,2778
1771,car,2766,2780
1773,car,2766,2776
1777,car,2769,2781
1781,car,2771,2809
1782,car,2775,2786
1783,car,2781,2788
1784,car,2781,2802
1788,car,2786,2799
1794,car,2795,2803
1800,car,2799,2823
1802,car,2803,2831
1803,car,2805,2816
1807,car,2808,2822
1812,car,2817,2838
1819,car,2865,2889
1823,car,2876,2888
1830,car,2879,2889
1832,car,2880,2887
1841,car,2885,2897
1842,car,2886,2896
1845,car,2890,2914
1846,car,2890,2899
1849,car,2892,2900
1850,car,2894,2909
1855,car,2900,2908
1862,car,2904,2917
1867,car,2906,2918
1871,car,2909,2924
1877,car,2921,2927
1878,truck,2924,2931
1882,car,2935,2938
1886,car,2938,2958
1893,car,2944,2968
1894,car,2944,2961
1901,car,2952,2956
1902,truck,2954,2961
1903,car,2954,2978
1906,truck,2957,2975
1910,car,2961,2976
1920,truck,2970,3064
1921,car,2981,2984
1926,truck,2987,2997
1932,car,2993,3014
1935,car,2997,3007
1937,truck,2999,3006
1940,car,3007,3020
1947,car,3016,3033
1948,truck,3016,3029
1958,car,3041,3071
1960,car,3052,3063
1964,car,3059,3066
1965,truck,3059,3065
1968,truck,3066,3078
1971,car,3068,3085
1974,car,3069,3086
1975,car,3069,3100
1976,car,3071,3106
1979,car,3073,3084
1984,car,3084,3094
1993,car,3089,3094
1999,truck,3094,3115
2000,car,3094,3113
2007,truck,3104,3131
2008,car,3104,3114
2013,car,3108,3121
2014,truck,3110,3130
2019,car,3114,3120
2020,car,3115,3130
2028,car,3123,3140
2029,car,3123,3152
2030,car,3124,3149
2032,car,3130,3148
2035,car,3135,3152
2042,car,3142,3153
2043,car,3142,3172
2046,car,3145,3199
2048,car,3147,3189
2049,car,3150,3190
2050,car,3152,3158
2051,car,3152,3167
2052,car,3154,3160
2056,car,3158,3208
2058,truck,3159,3170
2059,car,3161,3167
2060,car,3163,3173
2061,truck,3165,3172
2068,car,3169,3184
2070,truck,3170,3189
2072,truck,3171,3212
2073,car,3171,3183
2077,bus,3174,3206
2080,car,3179,3191
2082,car,3180,3194
2085,car,3183,3187
2086,car,3185,3191
2087,car,3188,3216
2092,car,3193,3206
2094,car,3195,3208
2099,car,3201,3211
2100,truck,3201,3238
2101,truck,3202,3243
2108,car,3206,3229
2109,car,3207,3221
2110,car,3207,3227
2112,car,3209,3212
2114,car,3210,3229
2122,car,3216,3222
2124,car,3218,3230
2126,car,3222,3228
2127,car,3225,3244
2129,car,3228,3238
2133,truck,3229,3240
2135,car,3231,3241
2139,car,3234,3264
2140,truck,3236,3277
2142,car,3241,3258
2144,car,3251,3270
2147,car,3253,3270
2158,car,3265,3271
2164,car,3269,3295
2170,car,3277,3289
2172,truck,3279,3307
2173,car,3279,3288
2177,car,3282,3292
2184,truck,3288,3295
2187,truck,3292,3302
2194,car,3304,3312
2201,car,3309,3319
2205,car,3318,3329
2206,truck,3319,3343
2216,car,3325,3334
2221,car,3327,3331
2222,car,3327,3335
2230,car,3330,3351
2232,car,3332,3359
2235,car,3334,3348
2240,car,3342,3350
2243,car,3346,3363
2245,truck,3353,3366
2248,truck,3363,3385
2249,car,3363,3371
2250,truck,3369,3422
2251,truck,3373,3382
2255,car,3378,3441
2256,car,3379,3384
2263,truck,3384,3403
2265,car,3387,3399
2266,car,3387,3413
2267,truck,3387,3399
2268,truck,3388,3429
2270,car,3391,3407
2272,car,3392,3399
2274,car,3394,3402
2275,truck,3394,3399
2279,car,3399,3411
2281,truck,3402,3410
2290,truck,3412,3424
2294,car,3413,3429
2296,car,3414,3429
2302,car,3418,3440
2304,car,3423,3436
2308,truck,3427,3451
2312,truck,3431,3440
2315,car,3436,3457
2316,car,3438,3455
2324,car,3446,3450
2325,truck,3448,3467
2330,car,3451,3468
2333,car,3458,3475
2337,car,3461,3494
2344,car,3480,3488
2348,car,3485,3503
2351,car,3491,3500
2352,car,3491,3495
2357,car,3500,3514
2358,truck,3503,3519
2363,truck,3513,3521
2366,truck,3518,3548
2372,car,3523,3531
2373,truck,3523,3577
2376,truck,3525,3541
2381,car,3540,3547
2386,truck,3545,3564
2387,car,3545,3551
2391,car,3553,3582
2392,truck,3554,3561
2398,car,3558,3570
2401,car,3562,3580
2409,truck,3570,3583
2418,car,3574,3594
2426,truck,3580,3585
2430,truck,3583,3613
2434,car,3587,3598
2441,car,3593,3613
2444,car,3597,3623
2450,car,3605,3620
2456,car,3615,3642
2457,truck,3617,3626
2462,car,3622,3656
2469,car,3637,3661
2478,car,3643,3652
2484,car,3647,3659
2491,car,3662,3667
2495,car,3665,3685
2497,truck,3667,3696
2507,car,3673,3697
2512,car,3681,3710
2518,car,3685,3706
2529,car,3695,3715
2537,car,3703,3729
2538,car,3707,3723
2542,car,3711,3720
2545,truck,3714,3718
2553,car,3719,3735
2555,car,3721,3740
2557,car,3726,3734
2563,car,3749,3775
2569,car,3754,3760
2571,car,3756,3765
2574,truck,3764,3785
2579,car,3778,3791
2580,truck,3781,3793
2583,car,3785,3800
2585,car,3791,3799
2588,car,3793,3799
2592,car,3796,3820
2593,car,3798,3807
2594,car,3798,3811
2595,car,3802,3825
2599,car,3807,3822
2601,car,3808,3821
2604,car,3814,3824
2607,truck,3826,3831
2616,car,3844,3854
2619,bus,3848,3864
2620,truck,3862,3886
2624,car,3866,3873
2626,car,3871,3877
2628,car,3875,3906
2635,car,3878,3885
2636,truck,3878,3908
2642,car,3889,3911
2649,car,3894,3900
2650,car,3894,3906
2654,car,3895,3909
2658,car,3899,3922
2664,car,3903,3910
2665,car,3903,3914
2667,truck,3905,3923
2668,car,3905,3929
2673,car,3910,3917
2677,car,3913,3937
2681,car,3957,3975
2688,car,3964,3977
2691,car,3979,4007
2711,car,3995,4010
2720,car,4012,4024
2729,car,4024,4033
2731,car,4026,4045
2732,car,4027,4034
2735,truck,4032,4052
2738,truck,4035,4057
2740,car,4036,4044
2743,car,4039,4044
2746,truck,4040,4063
2756,car,4047,4062
2761,car,4050,4060
2768,truck,4057,4080
2769,car,4061,4084
2775,truck,4068,4089
2776,car,4068,4072
2779,truck,4089,4097
2784,car,4097,4108
2786,truck,4100,4133
2792,car,4120,4147
2795,truck,4130,4167
2803,truck,4135,4157
2804,car,4135,4138
2806,truck,4136,4165
2811,car,4140,4167
2817,car,4147,4183
2820,car,4152,4184
2821,car,4152,4179
2832,truck,4188,4219
2834,truck,4191,4205
2840,truck,4202,4220
2842,car,4204,4235
2843,truck,4205,4211
2854,car,4219,4246
2856,car,4221,4234
2860,car,4225,4249
2863,truck,4228,4251
2872,car,4239,4258
2877,car,4241,4252
2884,car,4248,4266
2888,car,4253,4274
2897,car,4268,4289
2899,car,4272,4293
2903,car,4287,4312
2910,car,4292,4317
2913,car,4294,4316
2921,car,4298,4315
2924,car,4302,4306
2926,truck,4305,4319
2931,truck,4309,4336
2932,car,4310,4316
2934,car,4313,4323
2938,car,4315,4327
2941,car,4316,4344
2944,car,4319,4349
2950,car,4332,4345
2955,car,4336,4356
2961,car,4344,4354
2963,car,4351,4368
2967,car,4355,4369
2976,car,4372,4395
2978,car,4374,4382
2982,car,4378,4388
2985,car,4381,4398
2991,car,4383,4390
2995,car,4386,4406
3001,car,4395,4410
3003,car,4396,4402
3005,car,4397,4412
3008,car,4406,4419
3013,car,4454,4463
3018,car,4457,4484
3019,car,4458,4467
3024,car,4463,4482
3026,car,4465,4480
3030,car,4473,4491
3037,car,4481,4491
3039,car,4483,4489
3040,truck,4483,4502
3041,car,4484,4518
3047,car,4486,4491
3049,truck,4488,4491
3051,truck,4489,4501
3055,car,4490,4502
3057,car,4492,4502
3060,car,4494,4521
3061,car,4494,4498
3069,car,4499,4515
3071,car,4500,4502
3077,car,4505,4532
3080,truck,4511,4531
3082,truck,4515,4524
3083,car,4518,4524
3087,car,4522,4546
3092,car,4527,4564
3094,car,4529,4554
3107,car,4563,4570
3111,car,4566,4572
3115,car,4572,4581
3122,car,4614,4625
3127,car,4619,4629
3134,car,4625,4639
3136,car,4629,4640
3142,truck,4638,4648
3144,car,4638,4657
3146,truck,4639,4652
3149,truck,4653,4662
3150,truck,4654,4671
3152,car,4659,4674
3158,truck,4662,4681
3161,truck,4667,4675
3170,car,4689,4709
3175,car,4696,4709
3185,car,4713,4721
3186,car,4714,4720
3188,car,4715,4737
3192,truck,4730,4748
3201,car,4734,4757
3207,car,4737,4761
3213,car,4745,4750
3214,car,4745,4773
3218,truck,4761,4803
3220,truck,4766,4787
3227,car,4775,4797
3237,bus,4780,4797
3239,truck,4780,4795
3241,car,4782,4796
3246,car,4785,4801
3248,car,4786,4802
3254,truck,4791,4873
3255,truck,4791,4799
3263,truck,4794,4806
3264,car,4794,4818
3265,truck,4795,4805
3270,car,4803,4821
3271,truck,4804,4821
3272,truck,4804,4841
3273,car,4805,4813
3284,car,4817,4834
3286,truck,4820,4840
3294,car,4824,4842
3301,car,4831,4854
3306,car,4834,4840
3309,car,4836,4869
3315,car,4839,4859
3320,car,4845,4861
3325,car,4853,4861
3329,car,4856,4875
3337,car,4861,4868
3338,car,4864,4878
3340,car,4866,4870
3347,truck,4870,4908
3356,truck,4874,4883
3364,truck,4882,4894
3368,car,4885,4895
3370,truck,4887,4893
3374,car,4891,4914
3375,car,4893,4905
3385,car,4898,4909
3386,car,4900,4910
3399,car,4904,4917
3400,car,4905,4926
3403,car,4908,4920
3411,car,4913,4935
3418,car,4921,4929
3422,car,4928,4947
3430,car,4934,4950
3434,car,4939,4963
3442,truck,4950,4966
3446,car,4952,4959
3450,truck,4953,4963
3457,car,4958,4979
3462,car,4962,4990
3463,car,4963,4975
3467,truck,4967,4974
3473,truck,4972,5002
3474,car,4973,4993
3476,truck,4978,4982
3477,truck,4982,4994
3478,truck,4985,5044
3482,car,4988,5021
3488,car,4995,5005
3500,car,5038,5058
3508,car,5047,5062
3514,car,5059,5072
3517,car,5065,5069
3519,car,5066,5076
3527,truck,5072,5155
3529,car,5074,5090
3530,car,5075,5078
3531,truck,5076,5084
3535,car,5083,5087
3537,car,5083,5106
3538,car,5084,5106
3545,car,5099,5117
3547,car,5101,5123
3557,car,5107,5116
3563,truck,5112,5135
3564,car,5112,5120
3567,car,5117,5126
3573,car,5121,5141
3577,car,5125,5132
3578,car,5125,5128
3586,car,5130,5156
3592,car,5145,5171
3602,truck,5157,5169
3604,car,5161,5182
3607,car,5163,5180
3608,truck,5169,5176
3616,car,5178,5186
3618,truck,5179,5190
3623,car,5183,5195
3627,car,5192,5216
3629,truck,5193,5203
3631,truck,5194,5275
3637,car,5199,5260
3646,truck,5205,5213
3647,truck,5205,5222
3652,car,5212,5219
3653,truck,5213,5235
3656,car,5215,5222
3661,car,5221,5253
3670,car,5234,5246
3674,car,5240,5250
3682,car,5262,5273
3685,truck,5269,5280
3688,car,5294,5308
3691,car,5297,5302
3694,car,5300,5322
3702,car,5304,5320
3704,car,5306,5317
3706,car,5308,5330
3711,car,5323,5329
3713,car,5325,5332
3714,car,5325,5328
3723,car,5329,5336
3726,car,5331,5350
3727,truck,5332,5345
3732,car,5345,5357
3739,car,5358,5377
3745,bus,5383,5391
3752,car,5391,5401
3755,car,5393,5399
3759,car,5396,5406
3760,car,5400,5413
3769,car,5416,5440
3773,car,5423,5441
3780,car,5437,5458
3782,car,5438,5464
3785,truck,5465,5482
3792,car,5472,5497
3794,car,5474,5496
3800,car,5483,5493
3805,car,5489,5508
3806,car,5494,5501
3807,car,5501,5515
3812,truck,5513,5518
3813,truck,5514,5523
3817,car,5516,5532
3821,car,5532,5539
3822,car,5535,5540
3827,truck,5538,5562
3832,truck,5539,5556
3840,car,5545,5555
3850,car,5552,5557
3855,car,5555,5577
3856,truck,5557,5576
3866,truck,5562,5573
3868,truck,5563,5574
3869,car,5574,5585
3875,car,5579,5604
3878,truck,5591,5619
3882,car,5597,5621
3884,truck,5598,5604
3885,truck,5600,5623
3892,truck,5603,5631
3895,car,5607,5622
3898,truck,5611,5616
3900,car,5613,5627
3903,truck,5615,5646
3906,car,5618,5641
3916,car,5629,5646
3921,car,5635,5666
3923,bus,5645,5674
3925,car,5646,5665
3927,truck,5649,5653
3930,truck,5655,5659
3931,truck,5657,5698
3934,truck,5660,5691
3936,car,5664,5675
3938,car,5666,5673
3939,car,5667,5676
3940,bus,5668,5672
3942,truck,5670,5679
3944,car,5672,5676
3947,car,5673,5681
3952,truck,5677,5687
3953,bus,5678,5686
3954,car,5679,5688
3955,truck,5680,5691
3957,car,5682,5712
3958,car,5682,5718
3959,truck,5683,5766
3961,car,5687,5707
3964,car,5689,5715
3965,car,5690,5702
3968,truck,5693,5697
3970,car,5695,5709
3977,car,5700,5717
3978,car,5700,5732
3983,truck,5707,5733
3987,car,5709,5720
3989,truck,5711,5716
3998,car,5716,5730
4003,car,5722,5750
4005,car,5724,5734
4007,car,5724,5739
4010,car,5738,5753
4011,truck,5739,5743
4016,car,5745,5757
4027,car,5766,5784
4034,truck,5775,5804
4039,car,5778,5792
4040,truck,5779,5794
4046,car,5782,5798
4047,car,5783,5789
4057,car,5788,5813
4058,car,5789,5802
4067,car,5797,5805
4070,car,5800,5808
4075,car,5805,5824
4076,car,5810,5813
4077,car,5813,5815
4084,truck,5825,5843
4088,car,5832,5851
4089,truck,5833,5919
4092,car,5836,5845
4102,car,5844,5874
4105,car,5845,5867
4112,car,5850,5867
4119,car,5853,5860
4125,car,5858,5876
4131,car,5862,5888
4132,car,5863,5868
4133,truck,5863,5874
4142,truck,5871,5890
4145,car,5876,5890
4148,car,5881,5901
4154,car,5890,5914
4157,car,5894,5909
4160,car,5903,5929
4161,truck,5903,5927
4170,car,5911,5934
4172,car,5912,5936
4175,car,5914,5942
4179,car,5928,5937
4184,car,5934,5952
4186,car,5936,5955
4191,car,5951,5965
4192,truck,5954,5974
4193,bus,5954,5974
4199,car,5962,5980
4201,car,5964,5973
4204,truck,5969,5999
4208,car,5976,5984
4210,truck,5987,6001
4216,car,5991,5997
4223,truck,5998,6029
4226,car,6005,6024
4231,truck,6017,6052
4236,truck,6020,6049
4244,truck,6025,6038
4247,car,6027,6032
4249,truck,6027,6041
4251,car,6028,6036
4254,car,6032,6046
4258,car,6041,6058
4259,car,6044,6050
4263,car,6056,6066
4270,car,6070,6089
4277,car,6096,6111
4283,car,6103,6127
4287,truck,6107,6120
4289,car,6110,6137
4294,car,6116,6136
4301,car,6127,6144
4302,car,6128,6142
4313,car,6133,6140
4316,car,6135,6162
4317,car,6136,6166
4325,car,6147,6175
4330,car,6152,6166
4336,car,6158,6180
4343,car,6164,6194
4350,car,6173,6194
4357,car,6183,6200
4363,car,6187,6198
4367,car,6189,6216
4370,car,6194,6213
4372,car,6200,6230
4378,car,6204,6234
4384,car,6209,6231
4387,car,6212,6224
4391,truck,6222,6253
4402,car,6232,6241
4404,car,6233,6241
4412,car,6239,6258
4419,car,6246,6266
4428,car,6253,6275
4433,truck,6255,6280
4435,car,6266,6271
4445,truck,6276,6290
4449,car,6281,6310
4455,car,6294,6304
4456,car,6295,6318
4462,car,6336,6361
4469,car,6348,6377
4473,truck,6358,6382
4474,car,6360,6365
4480,car,6365,6371
4485,car,6367,6375
4490,car,6375,6384
4498,car,6380,6391
4499,truck,6381,6390
4504,car,6385,6401
4511,car,6391,6408
4512,car,6391,6419
4519,car,6401,6418
4525,car,6410,6429
4530,truck,6417,6428
4536,car,6422,6428
4540,truck,6425,6437
4543,car,6427,6438
4545,truck,6433,6446
4548,car,6435,6450
4555,car,6441,6458
4559,truck,6450,6459
4565,car,6458,6481
4567,car,6460,6530
4576,car,6477,6497
4578,car,6484,6523
4583,car,6489,6506
4590,car,6499,6505
4594,car,6503,6515
4596,car,6508,6522
4597,car,6508,6513
4599,car,6516,6537
4603,car,6521,6543
4605,bus,6544,6567
4611,car,6553,6568
4613,car,6556,6570
4618,truck,6561,6588
4627,car,6574,6585
4633,car,6577,6596
4636,truck,6583,6589
4641,car,6586,6604
4645,car,6594,6619
4647,car,6596,6618
4649,car,6597,6621
4652,car,6603,6612
4659,car,6612,6620
4660,truck,6613,6641
4662,car,6620,6643
4668,car,6624,6634
4670,car,6624,6633
4673,car,6627,6663
4675,car,6629,6638
4680,truck,6632,6664
4683,car,6633,6641
4688,car,6636,6675
4690,car,6638,6649
4691,car,6638,6643
4692,car,6644,6673
4693,car,6646,6661
4694,car,6647,6651
4697,car,6650,6663
4701,car,6652,6663
4702,car,6653,6660
4704,car,6655,6668
4706,car,6656,6666
4707,truck,6658,6674
4710,truck,6660,6689
4712,truck,6663,6686
4717,car,6668,6678
4719,car,6671,6676
4724,car,6677,6701
4725,car,6678,6683
4726,car,6679,6688
4731,car,6683,6691
4733,car,6683,6689
4734,truck,6684,6708
4737,car,6688,6701
4739,car,6690,6708
4742,car,6699,6718
4755,car,6723,6728
4759,car,6730,6739
4760,car,6731,6740
4761,car,6731,6758
4764,car,6745,6762
4765,car,6748,6766
4768,car,6756,6762
4771,car,6758,6778
4777,truck,6777,6797
4782,car,6793,6808
4788,car,6799,6804
4791,car,6800,6826
4793,truck,6808,6819
4794,car,6808,6818
4795,truck,6808,6842
4802,car,6816,6822
4804,bus,6817,6830
4805,truck,6831,6834
4816,car,6850,6866
4821,car,6855,6870
4824,truck,6863,6884
4834,car,6870,6884
4840,car,6873,6888
4846,car,6877,6882
4848,car,6880,6894
4858,truck,6893,6917
4870,car,6900,6914
4873,car,6908,6911
4876,truck,6929,6942
4883,car,6943,6955
4885,truck,6945,6960
4886,car,6945,6954
4893,car,6949,6972
4898,car,6954,6970
4901,car,6957,6981
4902,car,6958,6967
4909,car,6972,6990
4910,car,6972,6983
4912,car,6972,6975
4915,bus,6983,7122
4922,car,6990,7000
4923,car,6991,7004
4926,car,6994,7028
4930,car,6999,7007
4931,truck,7000,7009
4932,car,7000,7007
4933,car,7003,7005
4935,truck,7008,7015
4936,truck,7008,7030
4937,car,7009,7018
4947,car,7018,7052
4951,car,7025,7036
4956,car,7029,7040
4960,car,7039,7041
4961,car,7040,7059
4962,truck,7042,7073
4965,truck,7048,7076
4968,car,7054,7059
4973,car,7056,7071
4974,car,7056,7064
4975,truck,7059,7062
4978,car,7059,7071
4982,car,7062,7073
4983,truck,7063,7066
4989,truck,7066,7080
4994,car,7068,7087
4996,car,7069,7083
4997,truck,7070,7075
5002,bus,7072,7091
5003,car,7073,7085
5015,truck,7077,7083
5016,car,7077,7103
5018,car,7078,7113
5021,car,7079,7088
5022,car,7079,7099
5023,car,7081,7115
5026,car,7088,7107
5027,car,7089,7094
5037,car,7095,7109
5042,bus,7103,7121
5048,car,7112,7118
5056,car,7116,7128
5057,bus,7118,7133
5062,car,7121,7143
5069,car,7129,7142
5076,car,7133,7141
5081,car,7138,7146
5082,truck,7144,7150
5084,bus,7146,7178
5085,car,7147,7160
5094,truck,7152,7172
5105,car,7157,7168
5113,car,7160,7176
5118,car,7163,7184
5126,car,7172,7188
5127,car,7174,7190
5129,car,7176,7180
5134,car,7184,7199
5144,car,7200,7212
5153,car,7214,7219
5154,car,7214,7228
5158,car,7229,7241
5159,car,7230,7237
5161,car,7230,7236
5166,car,7233,7241
5168,truck,7239,7250
5169,car,7243,7249
5171,car,7245,7254
5176,car,7249,7254
5181,car,7253,7269
5184,car,7256,7279
