,Number of frames,car_average_value,bus_average_value,truck_average_value,car_flow_count,bus_flow_count,truck_flow_count,all_flow_count
50,5300,3.01,0.0,0.72,695,11,100,806
51,5400,2.91,0.0,0.0,708,11,100,819
52,5500,2.61,0.0,0.36,717,11,103,831
53,5600,3.41,0.0,0.17,733,11,104,848
54,5700,5.45,0.0,1.38,760,11,108,879
55,5800,5.1,0.01,0.99,777,11,111,899
56,5900,4.3,0.02,0.25,795,11,113,919
57,6000,3.8,0.36,0.03,811,12,113,936
58,6100,2.46,0.01,0.87,817,12,116,945
59,6200,4.79,0.0,0.01,835,12,116,963
60,6300,3.78,0.39,0.09,847,12,117,976
61,6400,2.62,0.0,0.03,856,12,117,985
62,6500,3.16,0.0,0.03,868,12,117,997
63,6600,3.13,0.08,0.5,881,12,119,1012
64,6700,6.2,0.0,0.58,913,12,120,1045
65,6800,3.25,0.0,0.44,927,12,120,1059
66,6900,2.53,0.2,0.54,938,13,125,1076
67,7000,2.79,0.23,0.37,951,13,128,1092
68,7100,4.94,0.01,1.43,975,13,131,1119
69,7200,4.29,0.35,0.4,992,14,132,1138
70,7300,2.94,0.0,0.05,1004,14,133,1151
71,7400,3.99,0.2,0.22,1018,15,134,1167
72,7500,3.53,0.23,0.04,1031,15,136,1182
73,7600,4.22,0.07,0.49,1050,15,138,1203
74,7700,4.37,0.0,0.78,1067,15,141,1223
75,7800,6.48,0.0,0.18,1093,15,143,1251
76,7900,3.14,0.14,0.05,1105,16,143,1264
77,8000,3.72,0.43,0.4,1117,17,145,1279
78,8100,2.66,0.37,0.13,1128,18,146,1292
79,8200,3.59,0.0,0.53,1144,18,147,1309
80,8300,5.41,0.0,0.35,1169,18,148,1335
81,8400,2.69,0.07,0.8,1178,18,149,1345
82,8500,3.34,0.0,0.03,1194,18,149,1361
83,8600,1.64,0.0,0.28,1201,18,151,1370
84,8700,3.82,0.0,0.63,1219,18,152,1389
85,8800,5.64,0.0,0.44,1239,18,153,1410
86,8900,7.08,0.02,0.51,1276,18,155,1449
87,9000,4.04,0.0,0.23,1290,18,158,1466
88,9100,4.69,0.0,0.81,1313,18,160,1491
89,9200,2.89,0.09,0.43,1325,18,163,1506
90,9300,4.17,0.15,0.48,1344,18,167,1529
91,9400,4.68,0.08,0.49,1363,18,169,1550
92,9500,5.04,0.0,0.25,1383,18,171,1572
93,9600,3.29,0.33,0.32,1399,19,172,1590
94,9700,4.4,0.0,0.02,1415,19,172,1606
95,9800,4.28,0.13,0.28,1433,21,175,1629
96,9900,4.32,0.33,0.19,1449,22,177,1648
97,10000,5.56,0.02,0.91,1471,22,183,1676
98,10100,5.37,0.11,0.73,1494,22,186,1702
99,10200,5.12,0.0,0.44,1515,22,187,1724
100,10300,3.52,0.0,0.01,1529,22,187,1738
101,10400,2.75,0.0,0.01,1540,22,187,1749
102,10500,2.8,0.0,0.36,1552,22,189,1763
103,10600,3.84,0.02,0.47,1564,22,191,1777
104,10700,3.33,0.0,0.39,1580,22,193,1795
105,10800,3.99,0.14,1.81,1593,23,197,1813
106,10900,7.91,0.14,1.27,1629,24,201,1854
107,11000,6.1,0.0,0.75,1651,24,206,1881
108,11100,4.98,0.01,1.52,1674,24,211,1909
109,11200,6.8,0.0,0.32,1698,24,211,1933
110,11300,3.79,0.06,0.5,1715,24,214,1953
111,11400,4.98,0.7,0.44,1737,26,217,1980
112,11500,4.34,0.0,0.66,1753,26,218,1997
113,11600,3.77,0.02,1.25,1771,26,221,2018
114,11700,8.0,0.37,0.22,1808,27,222,2057
115,11800,4.78,0.0,0.03,1822,27,223,2072
116,11900,3.23,0.0,0.65,1838,27,225,2090
117,12000,6.3,0.04,0.53,1861,28,226,2115
118,12100,5.52,0.06,1.11,1886,28,230,2144
119,12200,6.97,0.33,0.49,1914,29,231,2174
120,12300,4.78,0.07,1.65,1928,29,236,2193
121,12400,9.81,0.0,0.14,1976,29,239,2244
122,12500,9.88,0.0,0.51,2014,29,240,2283
123,12600,5.98,0.0,0.15,2031,29,241,2301
124,12700,2.15,0.42,0.54,2042,31,246,2319
125,12800,4.04,0.34,0.86,2057,32,249,2338
126,12900,4.43,0.04,1.01,2076,32,253,2361
127,13000,4.38,0.02,1.21,2098,32,258,2388
128,13100,6.09,0.41,1.05,2132,34,264,2430
129,13200,4.89,0.0,0.37,2148,34,265,2447
130,13300,4.89,0.45,0.59,2166,36,267,2469
131,13500,5.94,0.04,0.86,2190,36,270,2496
132,13600,2.94,0.0,0.02,2204,36,270,2510
133,13700,3.83,0.01,0.21,2217,36,272,2525
134,13800,5.33,0.0,1.32,2244,36,275,2555
135,13900,3.83,0.0,0.38,2257,36,277,2570
136,14000,1.83,0.39,0.34,2265,37,279,2581
137,14100,5.0,0.02,0.92,2283,37,281,2601
138,14200,1.95,0.27,0.54,2290,38,285,2613
139,14300,2.15,0.05,0.2,2296,38,287,2621
140,14400,3.07,0.0,0.05,2313,38,288,2639
141,14500,4.23,0.03,0.35,2333,38,289,2660
142,14600,4.28,0.34,0.15,2348,38,289,2675
143,14700,8.77,0.0,0.44,2396,38,290,2724
144,14800,7.31,0.01,0.09,2429,38,290,2757
145,14900,3.04,0.0,0.01,2440,38,290,2768
146,15000,1.53,0.68,0.0,2446,41,290,2777
147,15100,5.03,0.76,0.89,2471,41,295,2807
148,15200,4.56,0.0,0.02,2485,41,295,2821
149,15300,4.18,0.0,0.01,2505,41,295,2841
150,15400,3.43,0.0,0.0,2519,41,295,2855
151,15500,5.65,0.37,1.26,2540,41,304,2885
152,15600,8.4,0.1,0.13,2568,41,304,2913
153,15700,4.7,0.03,0.68,2593,41,306,2940
154,15800,5.73,0.04,0.16,2617,42,307,2966
155,15900,4.24,0.02,0.49,2636,42,309,2987
156,16000,3.45,0.24,0.58,2652,43,310,3005
157,16100,3.41,0.12,0.04,2665,43,310,3018
158,16200,5.27,0.0,0.0,2684,43,310,3037
159,16300,4.02,0.0,0.42,2703,43,312,3058
160,16400,4.04,0.0,0.35,2716,43,313,3072
161,16500,5.02,0.0,0.03,2741,43,313,3097
162,16600,4.71,0.0,0.45,2759,43,315,3117
163,16700,4.78,0.09,0.48,2783,43,319,3145
164,16800,3.68,0.11,0.59,2794,44,320,3158
165,16900,3.39,0.81,0.78,2808,46,322,3176
166,17000,6.19,0.25,0.46,2838,46,324,3208
167,17100,3.0,0.01,0.81,2850,46,329,3225
168,17200,4.59,0.0,1.13,2873,46,334,3253
169,17300,4.14,0.0,0.42,2887,46,338,3271
170,17400,6.98,0.01,0.33,2912,46,340,3298
171,17500,4.59,0.0,1.32,2933,46,343,3322
172,17600,2.88,0.0,0.02,2944,46,344,3334
173,17700,4.81,0.27,1.14,2964,46,349,3359
174,17800,8.35,0.0,0.38,3004,46,352,3402
175,17900,4.77,0.02,0.95,3019,46,354,3419
176,18000,6.14,0.43,0.94,3045,47,356,3448
177,18100,6.32,0.01,1.02,3073,47,361,3481
178,18200,2.3,0.03,0.34,3082,47,362,3491
179,18300,3.08,0.29,0.08,3094,48,362,3504
180,18400,3.14,0.0,0.02,3104,48,363,3515
181,18500,1.49,0.0,0.46,3111,48,365,3524
182,18600,7.29,0.02,0.94,3148,48,367,3563
183,18700,5.43,0.0,0.22,3167,48,368,3583
184,18800,4.3,0.0,0.67,3187,48,371,3606
185,18900,4.77,0.47,0.39,3206,49,372,3627
186,19000,5.91,0.0,1.33,3238,49,375,3662
187,19100,3.79,0.0,0.39,3254,49,376,3679
188,19200,4.18,0.01,0.14,3269,49,377,3695
189,19300,4.17,0.01,0.69,3294,49,380,3723
190,19400,4.85,0.0,0.09,3310,49,380,3739
191,19500,4.87,0.0,0.03,3331,49,380,3760
192,19600,2.83,0.06,0.2,3342,49,381,3772
193,19700,2.56,0.0,0.61,3356,49,385,3790
194,19800,5.55,0.01,2.12,3380,49,392,3821
195,19900,7.4,0.59,0.63,3412,50,396,3858
196,20000,2.4,0.34,0.1,3419,51,397,3867
197,20100,2.66,0.7,0.08,3427,52,397,3876
198,20200,3.45,0.0,1.19,3441,52,401,3894
199,20300,6.56,0.0,0.54,3466,52,405,3923
200,20400,3.82,0.0,0.14,3480,52,406,3938
201,20500,4.01,0.45,0.55,3499,54,407,3960
202,20600,5.6,0.01,0.32,3516,54,408,3978
203,20700,6.85,0.0,0.03,3552,54,408,4014
204,20800,4.93,0.01,0.35,3572,54,410,4036
205,20900,3.27,0.02,0.06,3583,54,410,4047
206,21000,1.94,0.43,0.06,3588,56,411,4055
207,21100,4.14,0.0,0.03,3604,56,411,4071
208,21200,2.13,0.0,0.77,3612,56,413,4081
209,21300,6.66,1.28,1.83,3644,56,424,4124
210,21400,6.01,0.08,0.77,3663,56,428,4147
211,21500,4.38,0.01,0.13,3683,56,429,4168
212,21600,2.83,0.02,0.82,3694,57,431,4182
213,21700,3.69,0.0,0.08,3705,57,433,4195
214,21800,4.84,0.0,0.38,3726,57,435,4218
215,21900,9.19,0.38,0.11,3761,60,437,4258
216,22000,5.6,0.09,0.19,3778,60,438,4276
217,22100,3.65,0.32,0.19,3790,60,439,4289
218,22200,2.33,0.07,0.74,3799,60,442,4301
219,22300,2.89,0.0,1.77,3820,60,447,4327
220,22400,9.01,0.03,0.48,3860,60,449,4369
221,22500,3.43,0.0,0.48,3873,60,450,4383
222,22600,4.62,0.0,1.48,3888,60,455,4403
223,22700,6.33,0.02,0.39,3916,60,456,4432
224,22800,5.2,0.29,1.52,3940,61,463,4464
225,22900,4.84,0.05,0.92,3957,61,466,4484
226,23000,4.36,0.0,0.47,3975,61,467,4503
227,23100,7.32,0.01,1.21,4012,61,470,4543
228,23200,6.99,0.06,0.6,4041,61,471,4573
229,23300,5.18,0.0,0.71,4059,61,472,4592
230,23400,5.51,0.05,0.66,4079,61,474,4614
231,23500,4.55,0.03,0.38,4099,61,476,4636
232,23600,6.54,0.0,0.1,4124,61,478,4663
233,23700,5.5,0.0,0.01,4149,61,478,4688
234,23800,3.77,0.0,0.05,4163,61,478,4702
235,23900,4.32,0.0,0.36,4181,61,480,4722
236,24000,3.92,0.0,0.02,4196,61,481,4738
237,24100,4.47,0.0,0.04,4217,61,481,4759
238,24200,5.75,0.0,0.42,4242,61,483,4786
239,24300,7.66,0.43,1.42,4283,61,488,4832
240,24400,5.23,0.2,0.24,4304,61,489,4854
241,24500,3.98,0.0,0.59,4318,61,491,4870
242,24600,3.71,0.18,0.89,4334,61,496,4891
243,24700,3.64,0.24,1.16,4348,61,499,4908
244,24800,4.3,0.0,0.78,4361,61,503,4925
245,24900,3.74,0.0,0.15,4379,61,507,4947
246,25000,3.64,0.33,0.36,4394,61,509,4964
247,25100,4.99,0.21,0.2,4418,63,510,4991
248,25200,3.39,0.25,0.37,4433,64,510,5007
249,25300,2.32,0.02,0.91,4445,64,511,5020
250,25400,5.74,0.0,0.16,4470,64,511,5045
251,25500,3.76,0.0,0.82,4486,64,514,5064
252,25600,3.62,0.31,0.43,4502,64,515,5081
253,25700,6.11,0.0,0.02,4527,64,515,5106
254,25800,1.5,0.0,0.03,4531,64,515,5110
255,25900,2.16,0.0,0.0,4539,64,515,5118
256,26000,3.5,0.0,0.89,4555,64,518,5137
257,26100,6.61,0.0,0.16,4582,64,520,5166
258,26200,7.88,0.47,0.12,4619,66,521,5206
259,26300,3.6,0.25,1.61,4633,66,526,5225
260,26400,6.94,0.02,1.84,4666,66,535,5267
261,26500,4.0,0.01,0.86,4679,66,539,5284
262,26600,7.74,0.19,1.45,4717,68,543,5328
263,26700,6.47,0.29,1.14,4743,69,546,5358
264,26800,6.88,0.0,0.11,4774,69,549,5392
265,26900,2.51,0.01,0.28,4783,69,549,5401
266,27000,4.95,0.36,0.53,4807,70,550,5427
267,27100,4.98,0.0,0.01,4828,70,550,5448
268,27300,5.55,0.0,0.53,4850,70,552,5472
