,Number of frames,car_average_value,bus_average_value,truck_average_value,car_flow_count,bus_flow_count,truck_flow_count,all_flow_count
44,4500,9.76,0.0,0.34,720,9,76,805
45,4600,9.48,0.0,0.76,740,9,76,825
46,4700,7.53,0.39,1.44,752,9,79,840
47,4800,11.44,0.08,0.26,776,10,80,866
48,4900,10.14,0.28,0.88,795,10,81,886
49,5000,10.41,0.08,0.95,807,10,82,899
50,5100,7.69,0.0,1.23,817,10,83,910
51,5200,9.44,0.0,0.86,834,10,84,928
52,5300,8.97,0.17,1.17,850,12,87,949
53,5400,6.08,0.0,1.69,856,12,90,958
54,5500,5.34,0.0,2.3,869,12,90,971
55,5600,7.13,0.01,1.83,892,12,91,995
56,5700,7.54,0.03,2.35,905,12,94,1011
57,5800,6.62,0.02,1.16,917,12,94,1023
58,5900,9.32,0.39,1.53,943,12,98,1053
59,6000,8.1,0.96,0.23,956,13,98,1067
60,6100,10.04,0.1,1.03,977,15,101,1093
61,6200,7.06,0.11,2.18,993,15,105,1113
62,6300,5.54,0.0,2.04,1006,15,108,1129
63,6400,7.53,0.0,2.1,1021,15,108,1144
64,6500,8.16,0.0,1.1,1040,15,108,1163
65,6600,9.4,0.03,2.25,1059,15,110,1184
66,6700,6.08,0.47,2.06,1069,15,113,1197
67,6800,9.58,0.02,2.25,1090,15,116,1221
68,6900,8.43,0.44,1.52,1108,15,118,1241
69,7000,6.03,0.5,1.51,1120,16,120,1256
70,7100,9.87,0.08,0.18,1137,16,121,1274
71,7200,9.07,0.04,0.79,1153,17,122,1292
72,7300,9.73,0.0,0.56,1172,17,122,1311
73,7400,10.48,0.0,0.85,1190,17,123,1330
74,7500,10.21,0.6,0.65,1209,17,125,1351
75,7600,10.66,0.0,1.13,1225,17,125,1367
76,7700,9.1,0.06,1.25,1236,17,125,1378
77,7800,8.5,0.04,0.72,1256,17,125,1398
78,7900,11.39,0.2,0.85,1275,17,127,1419
79,8000,10.62,0.32,0.1,1288,17,127,1432
80,8100,9.91,0.28,0.77,1311,17,127,1455
81,8200,10.09,0.41,0.26,1322,17,128,1467
82,8300,10.61,0.0,0.26,1344,17,128,1489
83,8400,9.85,0.0,0.73,1364,17,129,1510
84,8500,7.2,0.05,1.58,1378,17,130,1525
85,8600,6.13,0.0,1.52,1387,17,130,1534
86,8700,10.01,0.0,1.03,1405,17,131,1553
87,8800,5.53,0.0,2.37,1416,17,133,1566
88,8900,6.25,0.44,2.77,1426,17,136,1579
89,9000,4.98,0.0,1.39,1434,17,136,1587
90,9100,9.24,0.0,0.55,1459,17,137,1613
91,9200,8.41,0.13,1.02,1478,18,137,1633
92,9300,5.23,0.07,1.67,1486,18,139,1643
93,9400,9.81,0.0,0.05,1510,18,140,1668
94,9500,9.78,0.0,0.37,1534,18,140,1692
95,9600,9.82,0.01,0.15,1553,18,140,1711
96,9700,9.72,0.16,0.14,1574,19,140,1733
97,9800,10.32,0.0,0.1,1593,19,140,1752
98,9900,11.78,0.01,0.25,1617,19,141,1777
99,10000,10.38,0.0,0.89,1634,19,141,1794
100,10100,10.23,0.04,0.42,1650,19,141,1810
101,10200,9.28,0.0,0.61,1667,19,142,1828
102,10300,7.27,0.0,1.29,1678,19,143,1840
103,10400,9.25,0.0,0.81,1692,19,143,1854
104,10500,8.41,0.48,0.53,1707,19,144,1870
105,10600,9.41,0.18,1.1,1729,20,146,1895
106,10700,7.25,0.26,1.38,1743,22,148,1913
107,10800,6.24,0.16,2.15,1765,22,152,1939
108,10900,7.11,0.66,1.12,1777,23,153,1953
109,11000,8.81,0.04,1.48,1797,23,154,1974
110,11100,6.68,0.01,1.88,1807,23,156,1986
111,11200,9.22,0.05,1.02,1827,23,158,2008
112,11300,9.82,0.0,0.64,1845,23,160,2028
113,11400,9.83,0.51,0.82,1868,25,164,2057
114,11500,10.28,0.55,1.28,1883,25,165,2073
115,11600,8.38,0.05,1.07,1898,25,165,2088
116,11700,8.5,0.0,0.6,1912,25,166,2103
117,11800,9.72,0.24,0.97,1932,25,167,2124
118,11900,5.88,0.19,1.68,1944,25,168,2137
119,12000,9.6,0.0,0.2,1961,25,168,2154
120,12100,9.83,0.02,0.5,1985,25,169,2179
121,12200,10.15,0.08,1.13,2011,25,170,2206
122,12300,6.99,0.39,2.41,2018,25,173,2216
123,12400,6.63,0.76,1.86,2025,25,175,2225
124,12500,6.51,0.01,2.16,2035,25,177,2237
125,12600,10.44,0.01,1.23,2058,25,178,2261
126,12700,9.94,0.09,0.73,2079,27,179,2285
127,12800,8.51,0.6,1.26,2087,27,179,2293
128,12900,9.74,0.21,0.25,2105,27,179,2311
129,13000,10.01,0.0,0.31,2121,27,180,2328
130,13100,9.04,0.11,1.58,2136,27,180,2343
131,13200,4.92,0.55,2.89,2143,27,184,2354
132,13300,5.74,0.05,2.14,2149,27,186,2362
133,13400,4.82,0.02,2.26,2161,28,186,2375
134,13500,9.91,0.01,0.58,2182,28,188,2398
135,13600,9.79,0.02,0.5,2222,28,189,2439
136,13700,9.86,0.0,0.75,2239,28,191,2458
137,13800,8.99,0.07,1.44,2264,28,192,2484
138,13900,8.0,0.04,1.41,2281,28,193,2502
139,14000,7.79,0.0,1.14,2303,28,194,2525
140,14100,10.62,0.01,0.28,2336,28,194,2558
141,14200,9.53,0.02,0.51,2358,28,195,2581
142,14300,8.05,0.17,1.73,2377,29,197,2603
143,14400,6.42,0.02,2.88,2386,29,201,2616
144,14500,8.48,0.44,1.66,2406,29,202,2637
145,14600,9.58,0.03,1.14,2439,29,203,2671
146,14700,6.93,0.73,1.07,2451,31,205,2687
147,14800,8.94,0.09,2.01,2475,31,209,2715
148,14900,7.33,0.08,1.65,2492,31,210,2733
149,15000,7.88,0.27,1.65,2512,32,212,2756
150,15100,9.61,0.0,0.24,2540,32,213,2785
151,15200,8.71,0.03,0.95,2559,32,213,2804
152,15300,11.34,0.01,0.25,2584,32,213,2829
153,15400,8.06,0.0,1.28,2598,32,216,2846
154,15500,8.97,0.0,0.47,2617,32,219,2868
155,15600,6.94,0.0,1.56,2636,32,223,2891
156,15700,4.66,0.53,1.5,2651,32,225,2908
157,15800,8.25,0.03,0.23,2671,32,225,2928
158,15900,8.09,0.01,0.79,2691,32,228,2951
159,16000,7.31,0.45,0.88,2707,32,229,2968
160,16100,6.62,0.02,0.8,2725,32,231,2988
161,16200,6.53,0.25,0.73,2739,34,233,3006
162,16300,7.64,0.0,0.33,2764,34,233,3031
163,16400,7.56,0.0,0.14,2779,34,234,3047
164,16500,7.32,0.0,0.2,2795,34,236,3065
165,16600,6.25,0.13,0.64,2808,35,237,3080
166,16700,8.11,0.01,0.21,2824,35,237,3096
167,16800,7.85,0.14,0.33,2840,36,237,3113
168,16900,6.4,0.01,0.26,2854,36,237,3127
169,17000,5.49,0.03,1.32,2863,36,240,3139
170,17100,7.97,0.21,1.0,2882,38,242,3162
171,17200,8.48,0.28,0.4,2904,38,242,3184
172,17300,5.61,0.0,0.74,2914,38,244,3196
173,17400,6.64,0.1,0.43,2930,38,245,3213
174,17500,7.07,0.32,1.36,2945,39,250,3234
175,17600,7.59,0.04,0.23,2967,40,252,3259
176,17700,7.51,0.0,0.48,2979,40,252,3271
177,17800,7.11,0.0,0.82,2998,40,255,3293
178,17900,6.76,0.0,0.67,3014,40,256,3310
179,18000,7.36,0.22,0.72,3029,40,257,3326
180,18100,7.07,0.07,0.93,3046,40,258,3344
181,18200,7.4,0.21,0.59,3057,41,258,3356
182,18300,4.66,0.17,1.53,3066,41,259,3366
183,18400,3.17,0.02,0.96,3073,41,261,3375
184,18500,5.27,0.41,1.02,3086,42,262,3390
185,18600,4.99,0.09,1.38,3098,42,265,3405
186,18700,5.97,0.26,1.43,3115,43,268,3426
187,18800,7.99,0.13,1.42,3137,43,274,3454
188,18900,9.57,0.22,0.36,3162,43,277,3482
189,19000,5.76,0.02,1.4,3173,43,279,3495
190,19100,4.99,0.2,1.41,3184,45,280,3509
191,19200,5.74,0.26,1.11,3197,45,282,3524
192,19300,5.05,0.3,0.61,3208,45,283,3536
193,19400,6.57,0.02,0.54,3220,45,284,3549
194,19600,10.39,0.24,0.86,3233,45,287,3565
195,19700,5.69,0.25,1.49,3249,45,290,3584
196,19800,6.49,0.16,1.38,3263,45,293,3601
197,19900,5.39,0.19,1.6,3275,46,294,3615
198,20000,4.38,0.09,1.63,3286,46,296,3628
199,20100,7.04,0.04,0.97,3306,46,296,3648
200,20200,5.04,0.33,1.69,3317,46,298,3661
201,20300,7.11,0.2,0.65,3332,46,298,3676
202,20400,7.69,0.33,1.09,3358,49,299,3706
203,20500,6.19,0.0,1.37,3373,49,302,3724
204,20600,5.31,0.08,1.27,3384,50,303,3737
205,20700,4.86,0.15,1.77,3399,50,305,3754
206,20800,7.73,0.16,0.77,3423,50,307,3780
207,20900,6.6,0.11,0.59,3445,51,309,3805
208,21000,7.33,0.12,1.32,3465,52,313,3830
209,21100,5.1,0.27,1.53,3475,53,315,3843
210,21200,6.39,0.01,0.92,3487,53,315,3855
211,21300,8.07,0.0,0.42,3506,53,316,3875
212,21400,6.02,0.52,0.74,3520,53,316,3889
213,21500,7.26,0.0,0.12,3534,53,316,3903
214,21600,3.42,0.12,0.69,3538,53,317,3908
215,21700,7.64,0.47,1.13,3559,53,319,3931
216,21800,9.67,0.0,0.49,3588,53,321,3962
217,21900,7.37,0.68,1.37,3597,53,323,3973
218,22000,9.1,0.23,0.94,3616,54,324,3994
219,22100,9.73,0.71,0.49,3644,54,325,4023
220,22200,9.45,0.18,0.95,3663,54,326,4043
221,22300,4.4,0.01,2.27,3675,54,329,4058
222,22400,7.3,0.01,1.42,3686,54,330,4070
223,22500,7.38,0.42,1.0,3702,54,334,4090
224,22600,7.86,0.09,1.31,3712,54,335,4101
225,22700,6.48,0.07,2.13,3722,55,340,4117
226,22800,6.49,0.37,2.06,3737,56,345,4138
227,22900,7.99,0.01,2.48,3761,56,349,4166
228,23000,8.18,0.13,2.67,3771,56,350,4177
229,23100,6.42,1.28,1.94,3782,56,352,4190
230,23200,6.01,0.12,2.62,3800,56,355,4211
231,23300,10.11,0.56,1.88,3823,58,358,4239
232,23400,8.87,1.03,1.98,3829,59,361,4249
233,23500,4.76,0.35,3.0,3838,59,364,4261
234,23600,8.8,0.89,1.62,3851,60,364,4275
235,23700,7.44,0.21,2.34,3863,60,369,4292
236,23800,10.14,0.19,0.7,3880,60,371,4311
237,23900,9.51,0.04,2.01,3893,60,373,4326
238,24000,7.93,0.89,1.63,3909,61,373,4343
239,24100,6.91,0.25,2.53,3921,64,373,4358
240,24200,6.63,0.02,2.54,3932,64,374,4370
241,24300,6.29,0.88,2.13,3942,64,374,4380
242,24400,8.77,0.19,2.7,3954,64,374,4392
243,24500,10.52,0.02,1.53,3977,64,377,4418
244,24600,10.55,0.05,1.82,3993,64,377,4434
245,24700,9.53,0.27,1.16,4007,64,377,4448
246,24800,4.98,1.3,1.73,4017,69,379,4465
247,24900,5.6,0.0,2.66,4027,69,380,4476
248,25000,8.36,0.0,1.28,4040,69,380,4489
249,25100,12.04,0.0,0.33,4075,69,380,4524
250,25200,11.53,0.01,1.21,4087,69,381,4537
251,25300,12.18,0.16,0.92,4112,71,381,4564
252,25400,12.18,0.0,1.51,4130,71,382,4583
253,25500,11.4,0.02,1.55,4156,71,383,4610
254,25600,10.08,0.0,1.62,4161,71,384,4616
255,25700,8.02,0.0,2.01,4176,71,386,4633
256,25800,7.12,0.32,2.12,4188,72,390,4650
257,25900,8.04,0.68,0.99,4206,72,391,4669
258,26000,6.4,0.18,2.16,4221,72,393,4686
259,26100,10.43,0.12,1.19,4240,72,393,4705
260,26200,8.6,0.34,1.49,4258,73,396,4727
261,26300,8.08,0.13,2.17,4273,73,399,4745
262,26400,6.93,0.05,2.57,4287,73,403,4763
263,26500,6.95,0.02,2.24,4302,73,407,4782
264,26600,9.63,0.01,2.21,4324,73,409,4806
265,26700,9.4,0.05,1.39,4352,73,410,4835
266,26800,6.47,0.1,2.58,4360,73,414,4847
267,26900,5.55,0.02,3.04,4368,73,418,4859
268,27000,6.55,0.45,2.26,4382,74,421,4877
269,27100,9.48,0.62,1.9,4398,74,424,4896
270,27200,9.02,1.98,1.46,4417,75,427,4919
271,27300,7.93,1.42,2.02,4435,79,430,4944
