id,class,first_frame,last_frame
920,car,1437,1439
921,car,1438,1511
926,car,1443,1506
931,car,1447,1655
933,car,1450,1610
938,car,1464,1474
943,car,1466,1478
944,car,1466,1472
950,car,1469,1477
951,bus,1470,1634
953,car,1471,1578
956,truck,1472,1474
960,car,1478,1621
961,car,1478,1480
962,bus,1479,1482
963,car,1482,1537
964,car,1483,1519
967,car,1486,1502
974,car,1492,1580
975,bus,1492,1534
980,car,1503,1625
981,bus,1504,1616
983,car,1506,1510
985,car,1508,1645
986,car,1508,1626
991,car,1522,1529
992,car,1524,1609
995,truck,1532,1603
999,truck,1547,1632
1003,car,1555,1573
1005,car,1557,1639
1006,car,1557,1704
1007,truck,1558,1590
1009,car,1565,1619
1012,car,1575,1626
1016,car,1578,1696
1027,car,1597,1622
1028,car,1598,1642
1035,car,1617,1718
1044,car,1643,1717
1045,car,1647,1687
1051,car,1654,1718
1063,car,1673,1675
1072,car,1687,1726
1076,car,1692,1848
1080,car,1703,1722
1090,car,1728,1797
1099,car,1744,1887
1105,car,1750,1862
1107,car,1752,1840
1113,car,1756,1781
1115,car,1757,1844
1116,car,1758,2127
1121,car,1762,1812
1124,car,1764,1789
1128,car,1771,1848
1132,car,1778,1830
1133,car,1779,1784
1135,car,1783,1896
1136,car,1783,1788
1138,car,1788,1796
1140,car,1791,1793
1142,car,1793,1838
1144,car,1795,1834
1145,car,1796,1862
1147,car,1796,1884
1150,car,1799,1842
1151,car,1799,1830
1158,car,1808,1817
1160,car,1809,1823
1164,car,1821,1853
1165,car,1821,1836
1168,car,1828,1906
1175,car,1838,1890
1183,car,1843,1853
1184,car,1844,1946
1188,car,1850,1916
1195,car,1857,1942
1197,car,1861,1934
1203,car,1872,1938
1209,car,1885,1936
1211,car,1887,1935
1217,car,1899,2021
1220,car,1901,1953
1223,car,1902,1907
1228,car,1909,1933
1236,car,1937,2128
1248,car,1951,1997
1253,car,1959,2008
1255,car,1968,1970
1258,car,1968,2000
1264,car,1973,1978
1269,car,1978,2040
1277,car,1986,1988
1281,bus,1991,2084
1292,car,2017,2032
1293,car,2018,2055
1298,car,2030,2157
1302,car,2031,2038
1304,bus,2034,2274
1309,car,2041,2128
1315,truck,2043,2057
1319,car,2046,2096
1321,car,2047,2089
1325,car,2048,2086
1327,car,2049,2052
1329,car,2051,2066
1336,car,2059,2068
1343,car,2069,2131
1344,car,2070,2072
1349,car,2076,2130
1353,car,2078,2084
1355,car,2080,2090
1357,car,2084,2114
1361,car,2088,2209
1365,car,2093,2129
1369,car,2096,2109
1370,car,2103,2135
1373,car,2109,2126
1374,car,2110,2112
1388,car,2124,2225
1389,car,2124,2131
1392,car,2129,2132
1394,car,2132,2185
1397,car,2136,2192
1399,car,2139,2150
1403,car,2148,2223
1404,car,2149,2163
1407,car,2155,2197
1408,truck,2160,2283
1412,car,2164,2231
1414,car,2176,2281
1431,bus,2227,2294
1443,truck,2259,2313
1449,truck,2269,2309
1466,car,2304,2414
1470,car,2307,2399
1474,car,2309,2321
1482,car,2318,2338
1486,car,2321,2325
1491,car,2330,2404
1497,car,2344,2375
1500,car,2349,2396
1502,car,2349,2444
1503,car,2349,2389
1508,car,2353,2362
1510,car,2358,2361
1511,car,2360,2630
1514,car,2364,2378
1515,car,2366,2446
1519,car,2377,2443
1524,car,2382,2386
1525,car,2382,2503
1526,car,2383,2413
1530,car,2386,2509
1531,car,2386,2448
1533,car,2389,2396
1534,car,2391,2399
1535,car,2393,2402
1536,bus,2394,2592
1537,car,2395,2420
1544,truck,2409,2486
1548,car,2417,2442
1549,car,2418,2451
1550,car,2421,2443
1551,car,2423,2470
1552,car,2425,2438
1571,car,2447,2549
1572,car,2450,2496
1574,car,2454,2480
1575,car,2454,2464
1584,car,2473,2475
1587,car,2478,2487
1592,bus,2500,2545
1593,bus,2500,2554
1602,car,2518,2549
1608,bus,2525,2609
1611,truck,2529,2720
1617,car,2538,2587
1629,car,2550,2561
1631,car,2552,2578
1632,car,2556,2570
1637,car,2563,2568
1640,car,2567,2606
1643,car,2572,2727
1645,car,2582,2696
1650,bus,2587,2616
1654,car,2591,2624
1659,bus,2596,2656
1665,car,2629,2648
1672,bus,2646,2680
1683,car,2678,2919
1686,car,2680,2758
1694,car,2693,2755
1696,car,2695,2764
1701,car,2706,2741
1704,car,2707,2874
1710,car,2712,2958
1711,car,2713,2755
1716,car,2718,2771
1719,car,2723,2755
1723,car,2734,2747
1728,car,2740,2757
1729,car,2742,2778
1736,car,2749,2752
1739,car,2754,2793
1747,car,2764,2870
1749,car,2772,2775
1752,car,2776,2856
1753,car,2776,2920
1756,car,2779,2783
1758,car,2781,2785
1761,car,2782,2786
1765,car,2785,2799
1766,car,2787,2918
1768,truck,2789,2871
1774,truck,2798,2880
1775,car,2799,2806
1784,car,2809,2816
1787,car,2814,2816
1789,car,2815,2841
1793,car,2826,2969
1798,car,2855,2935
1802,car,2863,2901
1813,car,2892,3098
1817,car,2895,2926
1820,car,2898,2947
1821,car,2898,2953
1833,car,2918,2922
1835,car,2924,3008
1836,car,2926,2978
1842,car,2931,3046
1843,car,2933,3004
1850,car,2941,2948
1851,car,2941,2974
1860,car,2954,3002
1861,truck,2954,2989
1865,truck,2962,2977
1866,car,2962,3124
1867,car,2964,2971
1870,car,2967,2977
1872,car,2968,3034
1873,car,2968,3045
1874,car,2968,2971
1876,car,2971,3078
1887,car,2985,3094
1889,car,2987,3005
1894,car,2990,3254
1901,car,3000,3024
1905,car,3010,3107
1906,car,3013,3037
1907,car,3013,3016
1908,car,3015,3025
1913,car,3024,3056
1915,car,3026,3043
1916,car,3028,3178
1930,car,3061,3201
1932,truck,3064,3068
1935,car,3068,3239
1937,truck,3070,3076
1941,car,3073,3129
1951,car,3103,3181
1960,car,3114,3138
1963,car,3131,3133
1965,car,3134,3183
1966,car,3135,3139
1967,truck,3136,3231
1968,truck,3138,3140
1970,bus,3153,3157
1972,car,3158,3276
1976,car,3162,3767
1977,car,3165,3194
1980,car,3168,3217
1981,truck,3169,3179
1983,car,3171,3177
1985,car,3173,3175
1987,car,3177,3205
1996,car,3199,3201
2000,car,3204,3288
2006,car,3214,3241
2008,car,3216,3260
2011,truck,3218,3315
2012,car,3218,3233
2014,car,3220,3379
2021,car,3230,3456
2024,car,3241,3258
2028,car,3248,3271
2037,car,3264,3272
2043,car,3276,3278
2046,car,3283,3285
2048,bus,3288,3351
2056,car,3324,3523
2075,bus,3342,3448
2079,car,3350,3368
2083,car,3364,3429
2088,truck,3383,3412
2093,car,3389,3468
2095,car,3393,3395
2101,car,3397,3437
2104,car,3401,3408
2107,car,3407,3459
2108,car,3408,3496
2110,car,3415,3526
2114,car,3418,3478
2115,car,3419,3422
2119,car,3433,3437
2125,car,3443,3446
2128,car,3449,3497
2129,truck,3449,3468
2131,car,3452,3460
2139,car,3457,3520
2141,car,3458,3505
2142,car,3460,3463
2143,car,3462,3602
2145,car,3462,3493
2150,car,3470,3613
2154,car,3473,3477
2157,car,3480,3699
2159,car,3482,3545
2161,car,3482,3566
2163,car,3484,3523
2166,car,3485,3524
2176,car,3497,3509
2177,car,3497,3551
2178,car,3498,3537
2181,car,3505,3539
2184,car,3510,3531
2188,car,3516,3519
2190,car,3519,3566
2191,car,3523,3536
2193,car,3525,3666
2194,car,3525,3617
2196,car,3528,3548
2200,car,3531,3648
2210,car,3545,3549
2212,car,3546,3655
2213,car,3546,3607
2216,car,3554,3558
2220,car,3558,3602
2222,car,3563,3570
2234,car,3583,3716
2237,car,3593,3640
2239,car,3595,3599
2242,car,3604,3666
2255,car,3615,3660
2273,car,3642,3710
2274,car,3642,3655
2275,truck,3643,3657
2279,car,3649,3655
2281,truck,3653,3665
2290,car,3668,3776
2294,car,3674,3768
2295,car,3675,3697
2298,car,3679,3736
2299,car,3680,3686
2301,car,3687,3689
2302,car,3688,3714
2308,car,3696,3706
2318,car,3704,3861
2321,car,3707,3722
2323,car,3709,3745
2324,bus,3709,3725
2328,car,3713,3942
2334,car,3723,3782
2340,car,3734,3741
2344,car,3741,3774
2345,car,3744,4036
2353,truck,3766,3779
2357,car,3773,3828
2359,car,3775,3786
2370,car,3793,3815
2375,car,3802,3847
2384,car,3853,3937
2385,car,3854,3964
2387,car,3863,3871
2393,car,3876,3886
2397,car,3884,3907
2401,car,3889,3958
2408,car,3903,3934
2416,car,3914,3985
2417,car,3916,3923
2418,car,3917,3923
2419,car,3918,3923
2420,car,3922,3970
2422,car,3928,3958
2424,car,3928,3984
2428,car,3936,3938
2429,car,3938,4047
2436,car,3942,3949
2439,car,3946,3989
2441,car,3953,4020
2443,car,3955,4008
2454,car,3966,3968
2455,car,3966,3979
2456,car,3967,4079
2461,car,3974,4076
2467,car,3990,4031
2469,car,3991,4047
2472,car,3995,4014
2475,car,4001,4041
2482,car,4020,4041
2485,car,4028,4034
2487,truck,4032,4034
2491,car,4036,4038
2492,car,4037,4100
2495,car,4041,4051
2498,car,4043,4175
2500,car,4043,4046
2504,car,4056,4162
2510,car,4068,4249
2519,car,4074,4124
2534,car,4085,4116
2537,car,4086,4096
2542,car,4093,4154
2546,car,4104,4281
2548,car,4104,4130
2552,car,4109,4139
2553,car,4109,4139
2554,car,4109,4315
2557,car,4111,4133
2559,car,4115,4218
2565,car,4122,4124
2567,car,4123,4157
2572,car,4129,4139
2573,car,4129,4169
2577,car,4132,4170
2582,truck,4135,4137
2583,bus,4135,4162
2587,car,4137,4160
2591,bus,4148,4182
2592,car,4148,4154
2597,car,4162,4183
2607,car,4185,4209
2609,car,4186,4194
2616,car,4204,4372
2617,car,4204,4535
2620,car,4207,4216
2623,car,4226,4258
2625,car,4228,4357
2635,car,4242,4298
2636,car,4243,4269
2646,car,4254,4292
2652,truck,4258,4271
2660,car,4268,4293
2671,car,4277,4279
2672,car,4278,4438
2673,car,4278,4344
2675,car,4279,4283
2681,car,4293,4346
2685,car,4295,4342
2688,car,4299,4377
2695,car,4303,4326
2697,car,4306,4340
2701,car,4311,4359
2715,car,4333,4360
2717,car,4340,4414
2720,car,4347,4498
2723,car,4356,4417
2724,car,4359,4484
2726,car,4365,4402
2727,car,4368,4379
2730,truck,4378,4383
2732,car,4380,4384
2735,car,4383,4456
2740,car,4388,4417
2748,car,4397,4433
2749,car,4401,4422
2752,car,4406,4417
2754,car,4408,4457
2755,car,4410,4436
2757,car,4414,4434
2758,car,4415,4431
2770,car,4426,4499
2772,car,4427,4584
2777,car,4433,4482
2778,car,4435,4475
2783,car,4441,4510
2784,car,4443,4467
2785,car,4444,4489
2791,car,4446,4561
2806,car,4470,4489
2807,car,4471,4507
2809,car,4473,4530
2813,truck,4476,4535
2814,car,4477,4511
2815,car,4477,4558
2822,car,4491,4703
2824,car,4497,4517
2835,car,4506,4559
2836,car,4509,4555
2848,car,4516,4537
2852,car,4530,4550
2856,car,4533,4554
2857,car,4533,4552
2859,car,4539,4542
2861,car,4542,4546
2874,car,4560,4604
2877,car,4562,4630
2880,car,4564,4665
2898,car,4582,4669
2899,car,4582,4605
2910,car,4592,4610
2911,truck,4593,4941
2915,car,4600,4770
2928,car,4624,4637
2935,bus,4630,4682
2937,car,4632,4740
2938,car,4632,4644
2950,car,4654,4665
2953,bus,4657,4669
2955,car,4663,4807
2959,car,4666,4747
2967,car,4678,4723
2980,car,4694,4900
2981,car,4695,4699
2982,car,4695,4702
2984,car,4698,4811
2987,car,4700,4728
2989,car,4701,4743
2992,car,4704,4707
2993,car,4706,4738
2994,car,4708,4772
3000,car,4716,4723
3005,car,4724,4819
3006,car,4725,4782
3011,car,4730,4732
3019,car,4739,4818
3023,car,4746,4750
3025,car,4750,4843
3029,car,4755,4819
3032,car,4758,4764
3037,car,4762,4874
3038,car,4763,4854
3039,car,4764,4766
3040,car,4765,4822
3043,car,4770,4908
3055,car,4793,4796
3061,car,4801,4908
3062,car,4802,5028
3065,car,4803,4809
3071,car,4807,4895
3081,car,4820,4891
3083,truck,4821,4845
3087,car,4823,4882
3104,car,4847,4971
3118,car,4865,4867
3124,car,4871,4918
3125,car,4871,4875
3127,car,4872,4967
3128,car,4874,4903
3129,car,4876,4898
3131,car,4880,4923
3137,car,4903,4938
3140,car,4907,4912
3144,car,4911,4931
3147,car,4914,5015
3154,car,4927,4940
3161,car,4948,4957
3170,car,4959,5095
3174,car,4968,4975
3177,car,4974,4986
3178,car,4980,4994
3180,car,4989,5087
3182,car,4992,5076
3186,car,4996,5272
3191,car,5003,5309
3193,car,5005,5021
3200,car,5020,5032
3202,car,5025,5066
3205,car,5025,5052
3208,car,5030,5035
3220,car,5047,5097
3228,car,5064,5272
3229,car,5066,5118
3230,car,5069,5163
3232,car,5073,5086
3236,car,5083,5271
3237,car,5085,5156
3241,car,5090,5158
3243,car,5096,5114
3245,car,5098,5207
3251,car,5109,5165
3255,car,5114,5171
3262,car,5120,5134
3263,car,5121,5365
3272,car,5136,5139
3276,car,5150,5209
3281,car,5156,5215
3285,car,5161,5190
3292,car,5174,5214
3294,car,5176,5278
3296,car,5183,5216
3307,car,5201,5253
3313,car,5210,5365
3318,car,5215,5221
3324,car,5222,5257
3336,car,5242,5436
3348,car,5262,5282
3351,car,5266,5296
3352,car,5268,5437
3355,car,5271,5276
3358,bus,5281,5365
3362,car,5287,5313
3367,car,5292,5323
3370,car,5295,5408
3381,car,5319,5412
3382,car,5323,5326
3383,truck,5324,5481
3385,car,5326,5378
3386,car,5329,5341
3387,car,5329,5337
3399,car,5357,5363
3400,truck,5362,5424
3401,car,5363,5410
3402,car,5363,5366
3406,car,5370,5387
3409,car,5372,5415
3419,bus,5385,5422
3429,car,5417,5426
3431,car,5426,5430
3443,car,5448,5629
3446,car,5462,5493
3450,car,5466,5501
3453,truck,5468,5707
3458,car,5473,5520
3460,car,5478,5484
3464,car,5484,5586
3475,car,5508,5570
3477,truck,5511,5554
3481,car,5526,5641
3484,car,5530,5538
3488,car,5535,5578
3490,car,5537,5594
3492,car,5544,5644
3498,car,5555,5580
3499,car,5558,5560
3500,car,5558,5733
3509,car,5570,5627
3513,car,5576,5747
3514,car,5577,5584
3516,car,5581,5586
3517,car,5581,5710
3522,car,5586,5607
3524,car,5587,5600
3527,car,5589,5647
3529,car,5592,5607
3542,truck,5605,5665
3543,car,5606,5644
3557,car,5623,5736
3558,car,5624,5693
3561,car,5628,5661
3563,bus,5638,5713
3581,car,5674,5768
3586,car,5682,5707
3593,car,5691,5716
3595,car,5696,5705
3601,car,5704,5721
3604,car,5708,5710
3612,car,5719,5723
3613,bus,5720,5834
3618,car,5735,5785
3625,bus,5747,5872
3626,car,5747,5775
3638,car,5766,5769
3639,car,5766,5889
3644,car,5773,5788
3646,car,5777,5986
3648,car,5788,5896
3654,car,5803,5865
3661,car,5812,5816
3672,car,5822,5827
3676,car,5825,5830
3680,car,5830,5879
3683,car,5832,5877
3686,car,5833,5835
3690,car,5836,5937
3691,car,5841,5848
3704,car,5855,5869
3709,car,5867,5914
3711,car,5871,6081
3715,truck,5877,6062
3719,bus,5886,5943
3720,car,5887,5891
3722,car,5888,5895
3724,car,5889,5899
3727,bus,5895,5944
3729,car,5902,5937
3731,bus,5903,5993
3734,car,5909,5933
3744,car,5928,5957
3751,car,5935,6124
3754,car,5938,5940
3755,car,5940,5998
3761,car,5947,5959
3764,car,5957,6100
3766,car,5958,6039
3767,car,5959,5961
3772,car,5964,6054
3778,car,5969,6108
3787,car,5987,6038
3789,car,5988,6025
3790,truck,5989,5994
3793,car,5997,6107
3799,car,6007,6046
3807,car,6031,6036
3815,car,6041,6044
3817,car,6042,6088
3819,car,6046,6074
3820,car,6046,6175
3825,bus,6053,6166
3839,car,6081,6132
3840,car,6083,6087
3846,car,6097,6201
3848,car,6098,6231
3852,car,6103,6165
3853,car,6104,6107
3856,truck,6106,6408
3860,car,6108,6158
3862,car,6108,6178
3864,car,6111,6159
3868,truck,6124,6472
3886,car,6160,6217
3889,car,6186,6188
3890,car,6188,6194
3895,car,6194,6338
3898,car,6200,6208
3900,car,6202,6226
3901,car,6202,6217
3909,car,6218,6292
3914,car,6227,6311
3920,car,6233,6284
3921,car,6234,6239
3925,car,6239,6277
3937,car,6284,6307
3938,car,6286,6296
3944,truck,6298,6399
3947,car,6300,6350
3954,car,6309,6364
3960,car,6313,6318
3962,car,6316,6320
3964,car,6321,6403
3972,car,6332,6370
3973,car,6333,6337
3976,truck,6337,6424
3978,car,6339,6350
3997,truck,6356,6555
4000,bus,6358,6444
4001,car,6362,6450
4009,car,6388,6413
4013,car,6393,6401
4020,car,6409,6452
4022,car,6410,6442
4023,car,6411,6480
4024,car,6415,6559
4029,car,6430,6662
4031,car,6433,6456
4032,car,6435,6458
4040,car,6444,6447
4051,car,6461,6654
4052,car,6462,6637
4057,car,6471,6555
4058,car,6471,6506
4063,car,6475,6551
4079,car,6497,6561
4089,truck,6517,6774
4098,car,6531,6607
4100,car,6536,6540
4102,car,6540,6660
4108,car,6551,6554
4111,car,6561,6587
4112,truck,6561,6683
4114,car,6565,6603
4115,car,6565,6700
4129,bus,6588,6633
4130,car,6588,6665
4132,car,6589,6600
4136,car,6593,6630
4137,car,6595,6626
4141,car,6597,6665
4144,car,6600,6618
4148,car,6603,6630
4152,car,6610,6625
4155,car,6612,6617
4158,car,6618,6665
4163,car,6626,6660
4165,car,6628,6727
4173,car,6637,6721
4177,truck,6648,6743
4183,bus,6670,6698
4184,car,6670,6682
4185,car,6671,6758
4187,car,6676,6681
4194,car,6685,6734
4198,car,6690,6692
4212,car,6707,6759
4214,car,6710,6759
4234,car,6725,6797
4236,bus,6726,6730
4245,car,6741,6760
4250,car,6751,6850
4252,truck,6754,6773
4253,car,6754,6795
4254,car,6756,6765
4256,car,6761,6918
4257,car,6762,6782
4259,car,6770,6823
4266,truck,6782,7075
4268,car,6782,6827
4271,car,6785,6806
4276,truck,6797,6881
4280,car,6801,6854
4282,car,6801,6868
4295,car,6831,6836
4298,car,6837,6884
4303,bus,6843,6963
4304,car,6843,6868
4306,car,6845,6864
4307,car,6847,6884
4308,car,6847,6894
4311,car,6856,6928
4313,car,6865,7028
4331,car,6886,6921
4332,car,6888,7070
4334,car,6889,6895
4335,bus,6891,7028
4339,car,6894,6904
4346,car,6918,7007
4352,car,6940,7011
4357,car,6956,7055
4363,car,6963,7040
4367,car,6968,6970
4371,car,6973,6990
4376,car,6976,7028
4382,car,6980,7057
4384,car,6981,6988
4386,car,6984,6998
4387,car,6986,7035
4391,car,6989,7012
4402,car,6998,7002
4410,car,7007,7081
4411,car,7009,7070
4414,car,7013,7024
4417,car,7024,7195
4424,car,7045,7144
4427,car,7052,7060
4429,car,7052,7094
4434,car,7058,7173
4435,car,7060,7097
4438,car,7063,7330
4442,car,7072,7316
4443,car,7072,7110
4453,car,7090,7206
4463,car,7107,7158
4464,car,7111,7126
4467,car,7116,7137
4481,car,7135,7139
4490,car,7148,7200
4491,car,7149,7183
4492,car,7151,7157
4493,car,7152,7163
4497,car,7156,7180
4509,car,7171,7258
4514,car,7182,7211
4517,car,7188,7190
4518,car,7192,7388
4521,car,7198,7313
4522,car,7199,7295
4525,car,7202,7287
4531,car,7217,7336
4534,car,7221,7284
4537,car,7223,7367
4556,car,7268,7354
4558,car,7272,7309
4560,car,7273,7349
4563,car,7276,7375
4565,car,7280,7322
4567,car,7285,7475
4568,car,7286,7301
4574,car,7299,7503
4578,car,7308,7322
4590,car,7344,7519
4591,car,7345,7349
4592,car,7347,7364
4595,car,7355,7512
4597,car,7359,7361
4599,truck,7361,7489
4605,car,7372,7423
4612,car,7384,7395
4615,car,7394,7434
4621,car,7405,7411
4623,car,7406,7651
4629,car,7408,7411
4633,car,7411,7554
4635,car,7413,7423
4638,car,7416,7452
4639,car,7417,7533
4641,car,7418,7425
4642,car,7418,7431
4644,car,7420,7424
4645,car,7422,7819
4654,car,7427,7531
4657,car,7428,7434
4660,car,7433,7725
4661,car,7435,7449
4665,bus,7440,7554
4675,car,7445,7450
4677,car,7448,7651
4678,car,7449,7624
4682,car,7469,7477
4686,car,7484,7518
4695,car,7509,7525
4696,truck,7518,7752
4702,car,7546,7621
4703,car,7547,7552
4706,car,7552,7654
4708,car,7554,7558
4710,car,7555,7557
4711,truck,7558,7754
4712,car,7558,7643
4715,car,7561,7823
4727,car,7627,7654
4737,car,7646,7650
4738,car,7646,7721
4739,car,7646,7655
4743,car,7650,7715
4744,car,7652,7730
4753,car,7682,7686
4754,car,7684,7696
4756,car,7688,7691
4758,car,7693,7696
4765,car,7709,7722
4767,car,7710,7722
4768,car,7712,7821
4769,car,7720,7723
4773,car,7726,7728
4776,car,7731,7792
4777,car,7733,7807
4779,car,7734,7785
4785,car,7741,7761
4794,car,7747,7886
4798,car,7753,7963
4802,car,7760,7941
4811,car,7768,8002
4814,car,7774,7831
4819,car,7780,7821
4824,car,7791,7793
4827,car,7795,7874
4829,car,7797,7841
4833,car,7802,7899
4835,car,7805,7992
4843,car,7811,7863
4848,car,7819,7859
4853,car,7824,7854
4860,car,7834,7842
4861,car,7837,7839
4871,car,7847,7888
4874,car,7852,7859
4875,car,7853,7918
4880,truck,7859,7861
4881,car,7861,7866
4884,car,7868,8009
4886,car,7875,7934
4888,car,7877,7910
4889,car,7877,7883
4890,car,7880,7995
4891,bus,7882,7913
4901,bus,7914,7929
4906,car,7918,7996
4908,car,7920,7931
4909,car,7920,7953
4913,car,7931,7945
4917,car,7938,8253
4925,car,7979,7989
4930,car,7987,8000
4936,car,8006,8016
4939,car,8008,8111
4941,car,8011,8041
4948,car,8020,8022
4952,car,8023,8054
4953,car,8025,8117
4955,car,8027,8041
4957,car,8029,8035
4959,car,8033,8079
4961,car,8036,8051
4962,car,8037,8135
4965,car,8043,8149
4968,car,8050,8210
4970,car,8051,8096
4974,car,8056,8084
4975,car,8057,8067
4977,car,8059,8078
4980,truck,8060,8139
4984,car,8065,8163
4990,car,8080,8089
4995,car,8086,8137
4999,truck,8097,8120
5005,car,8104,8171
5007,car,8109,8125
5009,car,8114,8277
5021,car,8136,8276
5025,car,8138,8183
5029,car,8142,8146
5031,car,8151,8200
5039,car,8175,8197
5040,car,8177,8301
5041,car,8184,8193
5046,car,8196,8245
5052,car,8205,8234
5053,car,8206,8330
5054,car,8206,8338
5055,car,8207,8253
5057,car,8208,8325
5068,car,8224,8243
5069,car,8228,8271
5072,car,8231,8264
5082,car,8245,8249
5084,car,8246,8248
5087,car,8251,8320
5088,car,8251,8290
5097,car,8261,8273
5101,car,8265,8320
5104,car,8267,8303
5109,car,8272,8276
5110,car,8273,8279
5114,car,8277,8367
5118,truck,8279,8286
5119,car,8283,8296
5125,car,8289,8396
5131,car,8305,8338
5133,car,8313,8364
5135,car,8315,8357
5142,car,8326,8404
5143,car,8335,8415
5145,car,8338,8376
5148,car,8342,8344
5149,car,8342,8375
5150,car,8349,8356
5154,car,8356,8370
5155,car,8357,8389
5156,car,8358,8393
5159,car,8362,8390
5163,car,8366,8526
5172,car,8380,8510
5173,car,8381,8460
5175,car,8383,8389
5176,car,8385,8453
5178,car,8390,8431
5180,car,8391,8448
5199,truck,8415,8449
5200,car,8417,8470
5204,truck,8419,8529
5206,car,8422,8435
5208,car,8426,8499
5210,car,8432,8447
5215,car,8455,8505
5218,car,8456,8519
5222,truck,8467,8469
5223,bus,8468,8574
5224,truck,8469,8516
5225,car,8470,8541
5230,car,8481,8645
5238,bus,8503,8508
5242,car,8518,8524
5245,car,8528,8589
5248,car,8543,8600
5251,car,8550,8635
5253,car,8551,8570
5259,car,8561,8640
5260,car,8568,8570
5265,car,8579,8653
5268,car,8583,8669
5274,car,8597,8643
5276,car,8601,8657
5277,car,8601,8620
5289,car,8616,8697
5291,car,8618,8654
5292,car,8618,8652
5293,car,8619,8629
5297,car,8629,8693
5299,car,8630,8681
5300,truck,8631,8803
5304,car,8641,8694
5309,car,8652,8744
5315,car,8660,8683
5321,car,8669,8679
5324,car,8676,8701
5331,bus,8686,8863
5332,car,8687,8745
5333,car,8687,8731
5346,car,8723,8764
5348,truck,8728,8748
5355,car,8735,8962
5357,car,8738,8762
