id,class,first_frame,last_frame
685,car,1363,1372
686,car,1363,1406
689,car,1365,1446
690,car,1366,1395
692,car,1371,1385
696,car,1383,1415
699,car,1388,1447
703,truck,1397,1419
710,car,1410,1436
716,truck,1421,1423
725,car,1429,1484
736,car,1436,1541
737,car,1437,1452
739,car,1444,1446
740,car,1445,1462
744,car,1452,1458
749,car,1458,1546
750,car,1458,1688
752,car,1461,1549
754,car,1462,1604
757,car,1468,1473
758,car,1468,1563
761,bus,1473,1583
762,car,1473,1635
767,car,1489,1514
786,car,1528,1581
787,car,1530,1573
795,car,1546,1755
805,truck,1559,1615
809,car,1565,1619
815,bus,1572,1648
817,car,1577,1630
826,car,1593,1625
828,car,1597,1638
829,truck,1604,1741
830,bus,1605,1640
835,car,1614,1624
839,bus,1622,1757
847,truck,1634,1730
851,car,1649,1668
855,car,1656,1681
857,truck,1658,1666
858,car,1660,1662
868,car,1708,1737
877,car,1738,1749
879,car,1742,1749
887,car,1756,1837
889,car,1758,1815
892,car,1766,1772
897,car,1778,1847
898,car,1780,1825
900,car,1781,1821
902,car,1782,1814
909,car,1787,1791
910,car,1787,1830
921,bus,1802,1855
928,car,1818,1865
935,car,1844,1866
937,car,1846,1875
942,car,1853,1877
946,bus,1859,1973
948,truck,1859,1899
955,car,1873,1917
956,car,1873,1875
959,car,1881,1898
970,car,1917,1971
975,car,1927,1970
986,car,1939,1995
988,car,1939,1991
989,car,1940,2018
1004,truck,1979,2030
1008,car,1983,1996
1011,bus,1986,2021
1018,car,1995,2004
1022,car,2010,2014
1023,bus,2012,2054
1027,car,2025,2064
1032,car,2036,2078
1038,car,2047,2057
1039,car,2057,2124
1041,car,2060,2094
1047,car,2072,2251
1049,car,2080,2176
1050,car,2086,2093
1053,car,2103,2222
1056,bus,2118,2123
1059,car,2130,2181
1060,car,2132,2166
1061,car,2136,2191
1062,car,2138,2161
1066,car,2144,2204
1071,car,2150,2233
1073,car,2152,2269
1074,truck,2154,2159
1078,car,2169,2194
1087,car,2195,2346
1101,car,2218,2303
1108,bus,2231,2320
1109,bus,2236,2271
1117,car,2248,2330
1118,bus,2248,2336
1136,car,2271,2288
1144,car,2296,2300
1147,car,2299,2402
1155,car,2303,2342
1156,car,2304,2306
1162,car,2313,2436
1165,car,2319,2330
1170,car,2323,2330
1172,car,2325,2422
1173,car,2325,2398
1177,car,2335,2394
1179,car,2338,2538
1181,car,2343,2413
1183,car,2346,2450
1185,car,2349,2356
1188,car,2352,2357
1189,car,2354,2356
1194,car,2363,2463
1196,car,2368,2479
1197,car,2369,2396
1201,car,2379,2386
1205,car,2387,2433
1209,truck,2389,2563
1211,car,2390,2484
1215,car,2393,2419
1219,truck,2400,2404
1228,car,2420,2488
1234,bus,2431,2499
1237,car,2433,2438
1239,car,2434,2485
1240,car,2438,2576
1244,car,2442,2461
1246,car,2447,2454
1270,car,2511,2532
1276,car,2533,2615
1280,car,2535,2568
1283,car,2552,2596
1285,car,2563,2607
1286,car,2564,2646
1293,car,2575,2609
1299,car,2589,2596
1300,car,2590,2606
1301,car,2593,2617
1303,car,2595,2601
1305,car,2603,2609
1310,car,2615,2624
1311,car,2615,2692
1326,car,2724,2750
1329,truck,2737,2749
1342,car,2768,2772
1343,car,2770,2793
1349,car,2785,2827
1350,car,2786,2810
1351,car,2792,2794
1354,car,2793,2822
1357,car,2807,2860
1359,car,2814,2831
1361,car,2820,2849
1362,car,2821,2881
1365,car,2823,2862
1368,car,2825,2828
1372,car,2831,2903
1379,car,2840,2860
1382,car,2843,2871
1384,car,2845,2847
1393,car,2857,2886
1394,car,2858,2943
1395,car,2858,2886
1397,car,2863,2894
1402,car,2871,2917
1406,car,2878,2919
1407,car,2879,2989
1410,car,2882,2905
1412,car,2885,2891
1413,truck,2887,2890
1419,car,2894,2902
1421,car,2898,2927
1422,car,2898,3005
1426,car,2901,3021
1437,car,2913,3041
1438,car,2913,2941
1441,car,2918,3036
1448,car,2935,2987
1452,car,2953,3032
1453,car,2960,3047
1454,car,2965,3025
1459,car,3000,3033
1460,car,3011,3029
1463,car,3022,3066
1470,car,3038,3089
1473,truck,3041,3048
1480,car,3054,3237
1484,car,3068,3101
1487,car,3073,3096
1489,car,3084,3095
1490,car,3085,3108
1494,car,3095,3100
1503,car,3137,3157
1519,bus,3206,3256
1523,car,3215,3240
1524,bus,3216,3281
1529,car,3224,3228
1534,car,3243,3301
1542,car,3270,3288
1546,car,3282,3312
1551,car,3321,3378
1554,car,3361,3369
1555,car,3361,3423
1564,car,3387,3424
1570,truck,3423,3505
1580,car,3450,3468
1582,car,3452,3507
1588,truck,3472,3475
1590,car,3473,3506
1593,car,3476,3512
1594,car,3478,3514
1601,car,3502,3570
1604,truck,3513,3581
1605,car,3519,3552
1611,car,3532,3601
1613,bus,3538,3564
1617,car,3567,3611
1619,car,3570,3603
1621,car,3574,3686
1624,car,3592,3636
1635,car,3603,3606
1647,car,3620,3622
1648,car,3622,3665
1649,car,3622,3624
1656,car,3633,3635
1657,truck,3641,3683
1660,car,3646,3669
1674,truck,3682,3731
1682,car,3699,3792
1687,truck,3720,3775
1691,truck,3733,3848
1692,car,3741,3751
1696,car,3786,3824
1701,car,3810,3819
1706,car,3824,3878
1710,car,3830,4104
1711,car,3832,3846
1713,car,3832,3877
1714,car,3834,3855
1718,car,3839,3868
1719,car,3839,3868
1720,car,3856,3903
1722,car,3857,3868
1737,car,3867,3944
1742,car,3870,3876
1746,car,3877,3910
1749,car,3884,3912
1754,car,3903,3925
1758,car,3909,3957
1759,car,3915,3939
1762,car,3931,3950
1764,car,3932,4007
1765,car,3935,4015
1767,car,3939,3971
1769,car,3946,3976
1781,car,4018,4072
1785,car,4025,4083
1787,car,4031,4102
1792,car,4040,4046
1793,truck,4040,4098
1794,bus,4042,4079
1799,car,4049,4054
1802,car,4061,4066
1804,bus,4067,4086
1811,car,4081,4192
1812,car,4087,4155
1816,car,4099,4126
1817,car,4100,4132
1819,car,4116,4163
1823,car,4126,4134
1826,car,4129,4169
1833,car,4151,4202
1835,car,4156,4196
1842,car,4172,4207
1843,car,4178,4417
1844,car,4179,4237
1845,car,4185,4225
1846,car,4187,4206
1849,car,4196,4213
1851,car,4202,4318
1854,car,4225,4227
1855,car,4227,4261
1857,car,4231,4323
1868,car,4260,4298
1869,car,4260,4278
1877,truck,4278,4289
1879,car,4281,4352
1884,car,4307,4371
1887,car,4340,4415
1895,car,4360,4384
1896,car,4363,4383
1902,truck,4377,4436
1904,bus,4386,4405
1909,bus,4407,4440
1911,truck,4413,4431
1912,truck,4413,4483
1917,car,4426,4523
1918,car,4429,4453
1919,car,4435,4505
1921,car,4436,4442
1922,car,4437,4469
1924,car,4439,4515
1925,car,4441,4443
1943,car,4456,4459
1944,car,4457,4469
1946,car,4461,4488
1947,car,4466,4483
1948,car,4466,4533
1951,car,4495,4527
1954,car,4499,4502
1964,car,4516,4561
1968,car,4532,4561
1970,car,4536,4583
1973,car,4541,4653
1979,car,4551,4614
1983,car,4555,4579
1984,car,4558,4565
1991,car,4570,4597
1997,car,4578,4619
2001,car,4627,4687
2005,car,4667,4681
2012,bus,4689,4728
2014,car,4692,4716
2015,car,4694,4774
2020,car,4696,4746
2031,car,4718,4741
2033,car,4723,4726
2037,car,4733,4774
2038,car,4733,4750
2039,car,4733,4737
2040,car,4736,4852
2044,car,4745,4818
2045,car,4745,4786
2052,car,4763,4790
2054,car,4765,4785
2066,car,4816,4835
2069,truck,4819,4842
2070,bus,4820,4907
2074,truck,4828,4909
2075,truck,4829,4867
2076,bus,4830,4979
2077,bus,4830,4885
2078,car,4835,4881
2079,truck,4835,4865
2085,car,4846,4875
2101,car,4865,4900
2106,car,4876,4903
2108,truck,4879,4950
2115,truck,4886,4917
2118,car,4895,4902
2127,truck,4902,4910
2134,car,4910,4936
2135,car,4912,4914
2138,truck,4919,4983
2139,truck,4920,4941
2145,car,4927,4929
2147,car,4929,4940
2148,car,4931,4935
2149,car,4933,4988
2150,car,4933,5049
2154,car,4946,4974
2156,car,4949,4955
2161,car,4953,4980
2165,car,4954,5013
2166,car,4955,4985
2176,car,4967,5000
2177,car,4967,5040
2180,car,4969,4976
2181,truck,4970,5006
2182,car,4972,5014
2188,car,4977,5036
2201,car,4998,5001
2204,car,5001,5018
2206,car,5002,5046
2207,car,5002,5022
2208,car,5004,5015
2211,car,5007,5011
2215,car,5011,5042
2216,car,5013,5171
2217,truck,5013,5040
2219,car,5015,5029
2223,car,5018,5048
2227,car,5026,5039
2234,car,5033,5125
2235,car,5034,5056
2237,truck,5035,5049
2240,car,5039,5060
2248,truck,5051,5067
2253,car,5091,5154
2255,car,5095,5125
2257,car,5101,5105
2260,car,5108,5115
2264,car,5115,5125
2267,car,5117,5177
2268,car,5120,5156
2273,car,5156,5204
2274,car,5162,5183
2276,car,5183,5186
2281,truck,5197,5199
2285,car,5200,5217
2286,car,5203,5210
2288,car,5205,5207
2290,car,5218,5243
2292,car,5221,5271
2293,truck,5222,5304
2296,car,5238,5267
2300,car,5251,5268
2303,car,5256,5260
2309,car,5264,5302
2310,car,5268,5302
2312,car,5271,5299
2316,car,5287,5451
2318,car,5300,5314
2319,car,5303,5317
2324,truck,5315,5338
2325,car,5319,5339
2328,car,5332,5353
2329,car,5334,5358
2330,car,5338,5420
2331,car,5339,5377
2332,car,5346,5404
2334,car,5352,5365
2337,car,5370,5373
2340,truck,5381,5387
2347,truck,5401,5471
2349,car,5406,5434
2355,car,5439,5483
2357,car,5440,5472
2360,car,5448,5471
2362,car,5467,5494
2366,truck,5474,5477
2368,car,5478,5518
2369,car,5480,5494
2370,car,5484,5533
2372,car,5488,5542
2374,car,5505,5587
2375,car,5506,5547
2381,car,5511,5519
2383,car,5515,5557
2385,car,5518,5548
2389,car,5524,5532
2390,car,5525,5567
2396,car,5532,5537
2402,car,5540,5543
2407,car,5546,5550
2408,car,5546,5636
2410,car,5551,5600
2414,car,5560,5579
2416,car,5563,5590
2420,car,5570,5648
2421,car,5571,5608
2423,car,5575,5688
2426,car,5602,5648
2427,car,5606,5630
2428,car,5606,5641
2437,car,5627,5721
2445,car,5634,5731
2448,car,5638,5712
2450,car,5640,5695
2451,car,5641,5665
2452,car,5643,5678
2459,car,5653,5700
2463,car,5658,5661
2475,car,5681,5775
2485,car,5748,5750
2491,car,5777,5791
2497,car,5797,5819
2499,car,5808,5829
2500,car,5808,5811
2501,car,5810,5817
2502,car,5811,5817
2503,car,5811,5843
2512,car,5829,5834
2523,car,5861,5893
2526,car,5869,5923
2529,car,5874,5924
2530,car,5887,5895
2533,car,5893,5939
2537,car,5905,6016
2542,car,5922,6056
2552,car,5943,5982
2554,car,5960,6113
2555,car,5963,5966
2559,car,5965,6026
2566,bus,5974,5983
2570,car,5993,6017
2572,truck,6006,6115
2573,car,6010,6132
2577,car,6023,6027
2578,car,6030,6067
2590,car,6069,6108
2594,car,6112,6129
2597,truck,6120,6123
2598,car,6123,6229
2601,car,6130,6136
2602,truck,6130,6137
2604,bus,6132,6168
2609,car,6138,6239
2613,car,6144,6185
2614,car,6145,6160
2618,car,6148,6177
2620,truck,6149,6211
2622,car,6155,6173
2626,car,6160,6221
2628,car,6167,6281
2633,car,6171,6189
2634,car,6171,6207
2635,car,6171,6299
2639,car,6182,6195
2640,truck,6183,6244
2643,car,6188,6213
2645,car,6190,6242
2647,truck,6191,6200
2656,bus,6201,6204
2657,car,6206,6231
2663,car,6219,6224
2665,car,6221,6248
2669,car,6230,6243
2671,truck,6248,6286
2672,car,6249,6266
2677,car,6255,6357
2678,car,6255,6278
2680,car,6256,6276
2683,car,6258,6340
2684,car,6259,6291
2685,car,6260,6287
2697,car,6290,6305
2702,car,6298,6300
2718,car,6360,6387
2719,bus,6367,6380
2723,car,6383,6390
2725,car,6388,6449
2729,car,6394,6471
2733,car,6412,6434
2736,car,6434,6488
2742,car,6438,6447
2755,car,6451,6482
2756,car,6453,6585
2760,car,6459,6464
2762,car,6462,6491
2771,car,6471,6501
2776,car,6483,6520
2777,car,6486,6541
2778,car,6487,6523
2780,car,6493,6518
2784,car,6502,6512
2785,car,6502,6524
2787,car,6506,6548
2796,car,6523,6761
2797,car,6523,6587
2801,car,6526,6547
2802,car,6531,6561
2805,car,6554,6582
2817,car,6610,6632
2821,car,6616,6702
2824,car,6631,6661
2832,truck,6639,6641
2833,car,6640,6676
2835,bus,6641,6745
2838,car,6648,6661
2845,car,6677,6697
2846,car,6681,6711
2847,car,6683,6691
2857,car,6715,6775
2862,car,6733,6743
2867,car,6741,6759
2873,car,6753,6776
2880,car,6771,6778
2892,car,6788,6865
2893,car,6792,6861
2900,car,6808,6829
2902,car,6810,6995
2906,car,6815,6860
2912,car,6826,6917
2914,car,6841,6961
2915,car,6844,6909
2916,car,6854,6902
2918,car,6864,6904
2919,car,6873,6906
2920,car,6873,6877
2923,car,6883,6892
2927,car,6891,6961
2928,car,6896,6898
2931,car,6908,7000
2933,car,6911,6953
2934,car,6912,6953
2937,car,6918,7021
2940,car,6936,6942
2943,truck,6942,6944
2944,truck,6944,6949
2955,car,6969,7000
2956,car,6970,7054
2959,truck,6972,7017
2961,car,6978,7001
2966,car,6986,7049
2967,car,6986,7016
2970,car,6993,6995
2971,car,6994,7055
2974,car,6995,6998
2976,car,6997,7030
2985,car,7016,7025
2988,car,7020,7068
2993,car,7041,7066
3000,car,7058,7133
3003,car,7062,7076
3005,car,7080,7162
3007,car,7091,7133
3011,car,7095,7195
3013,car,7097,7105
3016,truck,7100,7156
3020,bus,7105,7189
3024,car,7116,7296
3034,car,7144,7236
3035,car,7144,7208
3043,car,7177,7194
3044,car,7177,7181
3055,bus,7198,7240
3063,car,7212,7225
3070,car,7223,7272
3077,car,7232,7271
3081,car,7238,7268
3090,car,7252,7334
3094,car,7256,7279
3098,car,7259,7265
3099,car,7260,7302
3104,truck,7267,7387
3107,car,7269,7325
3110,car,7280,7350
3112,truck,7281,7327
3113,car,7284,7348
3117,car,7294,7364
3118,car,7295,7434
3119,car,7297,7319
3133,car,7334,7432
3149,car,7370,7380
3168,car,7454,7471
3173,car,7461,7592
3175,car,7468,7549
3176,car,7472,7479
3178,car,7473,7480
3183,car,7481,7494
3187,car,7485,7496
3189,car,7486,7536
3192,car,7487,7521
3197,car,7501,7560
3199,car,7503,7552
3200,car,7503,7511
3203,car,7509,7541
3205,car,7512,7515
3211,car,7532,7562
3213,car,7539,7567
3219,car,7546,7604
3225,truck,7565,7632
3231,car,7581,7619
3234,car,7606,7613
3238,car,7646,7680
3240,car,7656,7707
3241,car,7658,7663
3251,car,7680,7702
3253,car,7686,7796
3257,car,7692,7722
3262,car,7705,7801
3263,car,7710,7724
3266,car,7713,7723
3269,car,7719,7787
3274,car,7738,7768
3275,car,7744,7767
3280,car,7761,7802
3298,car,7786,7819
3301,car,7791,7858
3302,car,7801,7855
3303,car,7802,7850
3306,car,7817,7859
3307,car,7817,7825
3315,car,7851,7857
3345,car,7909,7923
3346,car,7910,7966
3347,bus,7910,7957
3353,car,7924,7965
3359,car,7931,7955
3360,car,7936,7938
3363,car,7938,7940
3364,car,7939,8012
3371,car,7956,8015
3373,car,7968,8052
3378,car,8006,8078
3380,truck,8011,8057
3386,car,8013,8063
3389,bus,8016,8031
3390,car,8016,8029
3396,car,8027,8061
3398,car,8031,8083
3399,car,8033,8146
3404,car,8043,8153
3406,truck,8044,8057
3410,car,8048,8196
3419,car,8054,8063
3420,car,8058,8108
3422,car,8059,8068
3424,car,8060,8096
3427,car,8065,8069
3430,car,8070,8196
3434,truck,8078,8134
3445,car,8119,8131
3448,car,8122,8141
3469,car,8176,8207
3472,car,8183,8304
3474,car,8184,8207
3476,car,8185,8198
3477,car,8187,8219
3492,bus,8225,8355
3501,car,8242,8246
3503,car,8243,8291
3505,car,8248,8272
3506,car,8255,8360
3511,car,8264,8346
3512,car,8265,8285
3514,car,8269,8312
3516,car,8280,8297
3517,car,8281,8283
3519,car,8284,8363
3525,car,8302,8344
3528,car,8312,8384
3534,car,8328,8352
3549,car,8356,8425
3551,car,8370,8378
3552,car,8371,8404
3553,car,8378,8500
3570,car,8414,8441
3582,car,8429,8435
3583,bus,8431,8467
3596,bus,8443,8460
3601,truck,8449,8487
3603,car,8451,8462
3606,car,8453,8458
3608,truck,8456,8494
3611,car,8457,8479
3617,car,8473,8531
3620,car,8478,8519
3627,car,8494,8521
3629,car,8498,8507
3635,car,8507,8548
3636,car,8508,8542
3637,car,8508,8514
3641,car,8512,8514
3648,car,8517,8550
3651,car,8524,8564
3655,car,8537,8590
3663,car,8543,8597
3664,car,8544,8557
3674,car,8572,8616
3675,car,8573,8612
3676,car,8584,8587
3681,car,8601,8635
3682,car,8607,8642
3684,car,8609,8669
3687,car,8614,8646
3691,car,8643,8716
3693,truck,8647,8675
3694,car,8647,8662
3696,car,8652,8751
3701,car,8664,8685
3702,car,8666,8711
3706,car,8667,8675
3713,car,8680,8716
3715,car,8685,8743
3716,car,8685,8733
3720,car,8691,8698
3726,car,8697,8721
3731,car,8706,8731
3733,car,8721,8744
3739,car,8728,8769
3747,car,8760,8799
3749,car,8767,8828
3750,car,8794,8865
3751,truck,8805,8868
3761,car,8817,8820
3766,car,8825,8884
3772,truck,8837,8841
3773,truck,8837,8839
3779,car,8851,8896
3782,car,8859,8876
3786,car,8885,8950
3787,truck,8887,8890
3790,car,8889,9020
3791,car,8890,8951
3794,truck,8895,8954
3806,car,8905,8951
3807,car,8905,8988
3814,car,8907,8953
3818,car,8909,8944
3819,bus,8910,8972
3828,car,8929,9024
3835,truck,8942,9002
3836,car,8944,8949
3837,car,8944,9054
3848,car,8985,9010
3851,car,8993,9029
3856,car,8996,9015
3861,car,9002,9009
3863,car,9005,9084
3865,car,9005,9067
3866,car,9006,9018
3868,car,9010,9017
3880,car,9025,9058
3881,car,9026,9121
3894,car,9049,9107
3895,truck,9052,9074
3896,car,9055,9122
3897,car,9057,9078
3901,car,9062,9098
3903,car,9063,9071
3905,car,9074,9111
3910,car,9081,9182
3911,car,9081,9087
3912,car,9081,9218
3913,car,9083,9113
3915,truck,9086,9091
3924,car,9093,9104
3926,car,9094,9111
3927,car,9096,9098
3930,car,9098,9144
3932,car,9102,9115
3933,car,9103,9123
3940,car,9127,9180
3943,car,9136,9171
3948,car,9157,9166
3949,car,9160,9188
3955,car,9188,9238
3958,car,9214,9241
3960,car,9216,9240
3962,truck,9219,9260
3964,car,9229,9240
3968,car,9240,9293
3969,truck,9241,9271
3973,truck,9243,9252
3980,car,9251,9309
3984,car,9270,9309
3990,car,9275,9282
3994,car,9277,9325
3999,car,9281,9350
4005,car,9289,9326
4011,car,9299,9322
4013,car,9304,9312
4014,car,9308,9335
4018,car,9322,9363
4023,car,9350,9412
4024,car,9351,9388
4036,truck,9389,9432
4039,truck,9398,9447
4049,car,9420,9423
4057,car,9424,9450
4067,car,9445,9467
4072,car,9459,9466
4073,car,9463,9504
4074,car,9464,9472
4075,car,9469,9503
4083,car,9483,9538
4090,truck,9503,9549
4093,car,9513,9545
4095,truck,9527,9571
4099,car,9535,9616
4101,car,9543,9581
4103,car,9544,9598
4105,car,9547,9549
4109,car,9552,9583
4111,car,9553,9593
4112,car,9555,9578
4117,car,9559,9564
4126,car,9568,9619
4130,car,9574,9648
4131,car,9576,9586
4132,car,9577,9649
4133,car,9577,9648
4137,car,9597,9619
4150,car,9613,9707
4160,car,9638,9672
4165,car,9655,9898
4173,car,9694,9739
4191,car,9747,9771
4196,car,9766,9799
4197,car,9766,9798
4202,car,9773,9818
4208,car,9785,9817
4213,car,9795,9846
4215,truck,9800,9851
4216,bus,9801,9841
4217,car,9801,9840
4219,car,9811,9840
4230,car,9837,9863
4232,car,9839,9841
4233,car,9845,9932
4237,car,9853,9933
4252,car,9879,9927
4253,car,9880,9943
4254,car,9884,9898
4255,car,9889,9918
4257,car,9895,9929
4263,car,9903,9953
4272,car,9919,9992
4273,car,9921,9937
4279,car,9936,10071
4285,car,9951,9954
4287,car,9953,9981
4288,car,9954,9971
4304,truck,10001,10036
4310,bus,10016,10025
4315,car,10034,10064
4323,car,10041,10049
4325,car,10043,10098
4330,car,10045,10062
4338,car,10058,10157
4342,car,10068,10321
4345,car,10070,10150
4346,car,10070,10099
4348,car,10071,10080
4353,car,10079,10187
4361,car,10089,10110
4362,car,10097,10180
4363,car,10097,10149
4364,car,10097,10168
4367,car,10114,10185
4369,car,10116,10157
4373,car,10126,10180
4376,car,10130,10135
4383,car,10138,10172
4385,car,10141,10224
4386,car,10141,10183
4391,car,10148,10233
4392,car,10148,10200
4395,car,10157,10263
4408,car,10182,10190
4411,car,10186,10212
4412,car,10191,10252
4413,car,10191,10218
4414,car,10193,10252
4419,car,10199,10298
4422,car,10207,10218
4428,car,10213,10217
4430,car,10215,10232
4431,car,10215,10240
4435,car,10222,10244
4448,car,10234,10236
4452,car,10236,10278
4453,car,10237,10249
4464,car,10249,10255
4467,car,10253,10298
4468,car,10255,10261
4470,car,10260,10323
4471,car,10264,10365
4472,car,10264,10288
4473,car,10265,10288
4474,car,10265,10279
4475,bus,10268,10280
4476,car,10270,10343
4477,car,10271,10313
4478,car,10272,10276
4479,car,10272,10325
4483,car,10280,10285
4484,car,10281,10312
4490,car,10307,10325
4491,car,10324,10447
4492,car,10324,10359
4495,car,10338,10363
4500,truck,10367,10411
4501,car,10368,10443
4504,car,10379,10404
4505,car,10383,10407
4509,truck,10393,10450
4510,car,10402,10469
4512,car,10415,10480
4514,car,10420,10510
4518,car,10426,10460
4532,car,10468,10529
4544,car,10494,10496
4547,car,10503,10509
4551,car,10507,10647
4553,car,10508,10553
4556,car,10513,10515
4560,car,10528,10600
4575,car,10553,10590
4578,car,10558,10609
4579,car,10560,10683
4582,car,10564,10682
4585,car,10567,10583
4589,car,10570,10628
4596,car,10582,10609
4598,car,10589,10616
4606,car,10605,10648
4611,car,10617,10670
4612,truck,10617,10692
4613,truck,10619,10695
4619,car,10642,10650
4641,car,10708,10757
4643,car,10711,10762
4646,car,10717,10763
4649,car,10720,10738
4656,car,10737,10747
4661,car,10758,10790
4662,car,10761,10798
4664,truck,10776,10863
4666,car,10778,10793
4668,car,10782,10846
4670,car,10787,10840
4672,truck,10792,10835
4676,car,10808,10823
4677,car,10819,10882
4679,car,10820,10843
4689,car,10833,10837
4692,car,10834,10858
4700,car,10841,10873
4702,car,10844,10848
4719,car,10864,10928
4761,truck,10884,10924
4763,bus,10885,10892
4767,car,10901,10906
4769,car,10907,10974
4771,car,10912,10959
4772,car,10912,10942
4775,truck,10918,10945
4781,car,10935,11042
4791,car,10946,10997
4795,car,10951,10967
4800,car,10954,10960
4810,car,10965,11056
4812,car,10966,11047
4818,car,10970,11028
4819,car,10973,11096
4822,car,10981,11046
4824,car,10993,11016
4825,car,10997,11020
4826,truck,11003,11021
4828,car,11011,11072
4835,car,11040,11076
4837,car,11054,11083
4838,car,11057,11083
4845,car,11074,11223
4851,car,11079,11105
4853,car,11084,11118
4856,car,11092,11102
4865,car,11113,11173
4872,car,11146,11183
4876,car,11151,11207
4880,bus,11153,11238
4881,truck,11153,11176
4889,car,11164,11179
4890,car,11166,11279
4898,car,11179,11393
4902,car,11183,11207
4909,car,11203,11294
4911,car,11206,11260
4913,car,11207,11230
4919,car,11210,11214
4924,car,11219,11270
4929,car,11229,11327
4930,car,11230,11274
4934,car,11238,11308
4953,car,11314,11445
4954,car,11319,11339
4967,car,11337,11350
4981,car,11353,11363
4984,truck,11353,11357
4985,car,11353,11403
4988,car,11355,11425
4990,car,11357,11365
4991,car,11360,11410
4993,car,11361,11366
4995,car,11362,11369
4997,car,11365,11386
4998,car,11370,11435
4999,bus,11371,11462
5000,car,11374,11415
5004,car,11381,11444
5005,car,11383,11387
5009,car,11389,11400
5011,car,11391,11403
5015,car,11395,11452
5019,truck,11398,11402
5021,car,11398,11427
5034,car,11417,11470
5041,car,11425,11437
5042,car,11432,11448
5047,car,11443,11454
5048,truck,11443,11621
5055,car,11463,11512
5060,car,11471,11508
5064,car,11476,11592
5065,car,11477,11493
5066,car,11478,11494
5071,car,11483,11494
5075,car,11486,11527
5076,car,11488,11533
5077,car,11488,11491
5083,car,11492,11500
5085,car,11493,11500
5086,car,11495,11504
5095,car,11503,11548
5101,car,11526,11562
5105,car,11535,11599
5121,car,11584,11647
